Id,Label,timeset,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,eigencentrality,clustering,componentnumber,strongcompnum,indegree,outdegree,Degree
9502259,,,6,0.333333,0.389325,148122.352614,0.005323,0.0625,0,3152,7,9,16
9603212,,,32,0.07649,0.099245,904107.323706,0.058215,0.058233,0,7779,67,17,84
9604222,,,8,0.245014,0.28475,58841.74489,0.012883,0.131868,0,3151,9,5,14
9604260,,,31,0.080859,0.104414,3644013.631761,0.015802,0.105042,0,7779,15,20,35
9604266,,,33,0.072661,0.095637,107236.301204,0.022585,0.124157,0,7779,23,16,39
9604302,,,32,0.075042,0.093725,237032.596498,0.016903,0.128205,0,7779,18,9,27
9804228,,,31,0.082618,0.112513,81507.279743,0.00912,0.095402,0,7779,11,19,30
9405223,,,2,0.9,0.944444,21362.576358,0.012201,0.123188,0,1655,16,8,24
9601365,,,42,0.045736,0.057964,130210.555809,0.0396,0.104429,0,7779,33,33,66
9604414,,,42,0.045686,0.056582,4651.126324,0.002783,0.051282,0,7779,4,9,13
9705418,,,7,0.240453,0.280574,2943.693802,0.003985,0.160714,0,4295,3,5,8
9412213,,,0,0,0,0,0.018441,0.05,0,3124,16,0,16
9510252,,,29,0.088913,0.108397,1736482.993454,0.040038,0.069492,0,7779,41,19,60
9603342,,,41,0.047786,0.060286,44591.738322,0.034328,0.06109,0,7779,36,21,57
9604288,,,6,0.27572,0.326119,2890.851889,0.005188,0.081818,0,4831,8,3,11
9607237,,,30,0.082416,0.09982,437945.420417,0.013385,0.112644,0,7779,20,10,30
9704361,,,34,0.066379,0.083958,185270.773511,0.086261,0.069956,0,7779,83,13,96
9704384,,,30,0.084007,0.106109,229513.352489,0.006047,0.08502,0,7779,10,29,39
9805383,,,32,0.076044,0.097575,26195.947444,0.002448,0.155556,0,7779,3,7,10
9403395,,,1,1,1,427.304964,0.008942,0.111111,0,2713,9,1,10
102139,,,25,0.115317,0.144711,485.643615,0.000847,0.1,0,8702,2,9,11
11077,,,32,0.079216,0.108491,765.681757,0.00045,0,0,8701,1,3,4
102085,,,25,0.123956,0.156185,105391.293712,0.008783,0.05,0,7779,13,7,20
9805448,,,33,0.074383,0.105928,158213.159582,0.019751,0.094118,0,7779,23,12,35
9903264,,,33,0.074855,0.107428,196084.0955,0.006182,0.074713,0,7779,11,19,30
9903476,,,28,0.100328,0.139756,421384.107459,0.022315,0.058923,0,7779,30,25,55
9905568,,,28,0.096088,0.122203,280265.964589,0.044663,0.054221,0,7779,50,6,56
9907524,,,29,0.09642,0.126846,159358.151761,0.021093,0.079323,0,7779,26,8,34
9910315,,,29,0.097136,0.131675,517361.346597,0.039979,0.038576,0,7779,57,12,69
9206219,,,0,0,0,0,0.0076,0.027778,0,1882,9,0,9
9206221,,,0,0,0,0,0.010061,0.066667,0,1881,10,0,10
9207216,,,0,0,0,0,0.026646,0.069231,0,386,26,0,26
9209207,,,0,0,0,0,0.010631,0.111111,0,1879,9,0,9
9212259,,,0,0,0,0,0.00966,0.133333,0,1051,10,0,10
9303286,,,1,1,1,711.258792,0.012117,0.159091,0,1880,10,2,12
9303299,,,1,1,1,36.825007,0.016291,0.127451,0,1050,17,1,18
9308251,,,1,1,1,8747.829083,0.005055,0.119048,0,1892,4,3,7
9311356,,,2,0.714286,0.8,3900.350491,0.026122,0.111895,0,1885,29,3,32
9312329,,,1,1,1,8649.51634,0.016024,0.198529,0,1052,14,3,17
9404323,,,2,0.875,0.928571,2828.314996,0.010613,0.081699,0,1883,12,6,18
9404362,,,2,0.666667,0.75,3737.554824,0.01663,0.128676,0,536,16,1,17
9411237,,,3,0.461538,0.527778,1559.180318,0.018944,0.095,0,1891,24,1,25
9411326,,,5,0.416667,0.468611,18310.881685,0.002833,0.047619,0,1890,2,5,7
9412361,,,4,0.460714,0.56137,217918.628607,0.036875,0.030748,0,1058,21,33,54
9501390,,,5,0.334129,0.385119,13833.984284,0.022974,0.124384,0,1886,21,8,29
9212218,,,0,0,0,0,0.00617,0.089286,0,2244,8,0,8
9310361,,,1,1,1,202.579561,0.008407,0.133333,0,274,4,2,6
9507420,,,4,0.390244,0.484375,2779.827517,0.013541,0.043333,0,4535,22,3,25
9609248,,,41,0.047525,0.05592,45409.624775,0.01787,0.084615,0,7779,18,8,26
9609267,,,3,0.571429,0.652778,174.74259,0.015294,0.176471,0,4177,13,4,17
9703287,,,34,0.068042,0.09074,125260.895313,0.069558,0.106975,0,7779,61,27,88
9703337,,,34,0.068416,0.094468,685489.046965,0.102255,0.057213,0,7779,99,38,137
9703379,,,34,0.068233,0.091131,4724.215105,0.031694,0.190244,0,7779,35,6,41
9704317,,,34,0.068236,0.091147,2613.468238,0.023898,0.210339,0,7779,28,6,34
9705414,,,32,0.078405,0.110621,284660.338947,0.025382,0.186145,0,7779,29,33,62
9705435,,,33,0.072795,0.100495,74467.935146,0.018632,0.098319,0,7779,21,14,35
9708419,,,32,0.079319,0.115839,157964.122571,0.014297,0.113095,0,7779,20,44,64
9710353,,,32,0.079732,0.119531,182543.900141,0.01145,0.148951,0,7779,14,52,66
10153,,,27,0.097257,0.121714,8606.879874,0.009017,0.035948,0,7779,16,2,18
9803453,,,34,0.068933,0.090676,89113.13184,0.041699,0.068362,0,7779,46,14,60
9507375,,,3,0.571429,0.708333,293.876646,0.012607,0.083333,0,3020,11,2,13
9902323,,,35,0.065668,0.085238,29312.149447,0.134956,0.113675,0,7779,83,8,91
9607376,,,9,0.226263,0.27866,5205.665812,0.006047,0.106061,0,4747,10,2,12
9807213,,,5,0.326087,0.413333,48.005231,0.002099,0.142857,0,7399,5,2,7
9903387,,,31,0.085987,0.129346,310808.237434,0.016611,0.021849,0,7779,24,70,94
9710441,,,33,0.071434,0.090094,92016.616473,0.020819,0.064723,0,7779,29,9,38
9801437,,,32,0.078614,0.11085,123834.767453,0.019378,0.050498,0,7779,26,12,38
9805447,,,33,0.073742,0.103125,12723.811634,0.007981,0.153846,0,7779,10,16,26
9805494,,,33,0.076831,0.123553,1444795.999757,0.029163,0.017459,0,7779,46,103,149
9810277,,,32,0.081706,0.125631,405012.375307,0.023922,0.081731,0,7779,24,41,65
9805486,,,32,0.078878,0.111609,373548.65986,0.008498,0.107143,0,7779,11,17,28
9706331,,,33,0.073144,0.100989,855794.73304,0.040935,0.032485,0,7779,45,23,68
9707334,,,33,0.07405,0.106137,115844.936906,0.017604,0.121839,0,7779,20,10,30
9603415,,,33,0.073969,0.100738,51266.779024,0.00374,0.077922,0,7779,5,17,22
9607467,,,34,0.068327,0.0898,49447.412471,0.002712,0.142857,0,7779,3,12,15
9703220,,,34,0.068666,0.087581,323052.301476,0.113425,0.053972,0,7779,98,13,111
9904207,,,34,0.070929,0.099686,54986.100775,0.005137,0.104762,0,7779,6,9,15
9811331,,,1,1,1,23639,0.000479,0.166667,0,6417,1,2,3
9711293,,,0,0,0,0,0.00122,0,0,6416,3,0,3
9711330,,,0,0,0,0,0.002122,0.1,0,6415,5,0,5
11174,,,30,0.092992,0.114558,0,0,0.066667,0,8705,0,10,10
1004,,,0,0,0,0,0.001054,0.5,0,7558,2,0,2
4220,,,29,0.087827,0.101953,44884.778008,0.00082,0.1,0,8704,2,3,5
6179,,,35,0.064735,0.081059,57269.954678,0.00299,0.136364,0,7779,6,6,12
8053,,,29,0.098507,0.124706,69429.925,0.004053,0.125,0,7779,7,10,17
10196,,,30,0.083508,0.100184,147335.225652,0.004581,0.047101,0,7779,9,15,24
9706507,,,41,0.047455,0.054871,262839.829933,0.020405,0.042091,0,7779,43,4,47
9808346,,,6,0.316265,0.409365,1435.18787,0.007562,0.086207,0,7227,16,14,30
9909204,,,0,0,0,0,0.001667,0.25,0,8703,4,0,4
9604310,,,3,0.5,0.566667,83.383401,0.005061,0.071429,0,7111,7,1,8
9609389,,,2,0.75,0.833333,94701.391548,0.004154,0.030303,0,6288,8,4,12
9610325,,,4,0.413793,0.527778,26646.631015,0.072716,0.029266,0,305,111,3,114
9711379,,,0,0,0,0,0.001565,0,0,6865,3,0,3
9807326,,,5,0.355072,0.444898,2391.799668,0.014872,0.12963,0,6561,20,7,27
9909556,,,29,0.090162,0.108868,28251.577142,0.003328,0.318182,0,7779,5,7,12
9410345,,,4,0.42029,0.511494,19472.989546,0.052628,0.054912,0,2077,71,5,76
9505422,,,6,0.256881,0.331548,26331.508144,0.05357,0.024737,0,2429,96,3,99
9510235,,,40,0.049781,0.05841,606608.936744,0.02209,0.1,0,7779,21,4,25
9601353,,,41,0.047459,0.055045,336943.67577,0.01623,0.071835,0,7779,31,7,38
9904461,,,35,0.064561,0.08055,25201.998899,0.003096,0.1,0,7779,6,10,16
9412248,,,0,0,0,0,0.005136,0.007576,0,4782,12,0,12
9607459,,,28,0.096272,0.115514,746934.494836,0.01387,0.046798,0,7779,26,3,29
9410323,,,0,0,0,0,0.001559,0,0,3939,2,0,2
9411301,,,3,0.5,0.566667,2451.322915,0.044357,0.049279,0,2069,64,1,65
9412301,,,4,0.375,0.458333,2.333333,0.025144,0.105847,0,2070,31,1,32
9607475,,,4,0.489796,0.59375,227.979596,0.002558,0.163636,0,4674,4,7,11
9607476,,,4,0.47619,0.625,13.906611,0.00276,0.303571,0,4673,4,4,8
9608487,,,4,0.411765,0.535714,92.157605,0.01006,0.183007,0,4677,16,2,18
9609339,,,4,0.519231,0.638889,132705.889982,0.023808,0.073138,0,3942,38,10,48
9610250,,,4,0.43662,0.545699,26536.401252,0.004769,0.181319,0,4675,6,8,14
9611310,,,5,0.352332,0.418873,26855.30999,0.019957,0.045796,0,5683,31,6,37
9611375,,,4,0.465116,0.583333,48027.377531,0.010963,0.111667,0,4681,19,6,25
9701425,,,4,0.421053,0.507813,46688.522986,0.008071,0.140476,0,4676,15,6,21
9704434,,,6,0.290625,0.341219,877.399607,0.005554,0.137363,0,6105,10,4,14
9803470,,,4,0.438596,0.526667,120.767595,0.003491,0.181818,0,6104,6,5,11
1158,,,34,0.069001,0.088686,9680.805594,0.003,0.147436,0,7779,6,7,13
1312,,,28,0.107761,0.142054,1190812.026983,0.031758,0.044505,0,7779,55,51,106
4241,,,29,0.098608,0.12519,112807.040062,0.007946,0.081538,0,7779,15,11,26
9701222,,,36,0.060688,0.072976,96168.506143,0.017602,0.079637,0,7779,28,4,32
9710450,,,35,0.064742,0.081273,224478.483293,0.013599,0.098291,0,7779,19,8,27
9712387,,,36,0.060822,0.073874,1803.926306,0.005391,0.208791,0,7779,10,4,14
9902203,,,37,0.057647,0.069986,25744.039312,0.003131,0.163636,0,7779,6,5,11
9902243,,,36,0.06139,0.078152,53595.673604,0.005858,0.147619,0,7779,11,10,21
9903279,,,32,0.075109,0.094529,137519.725803,0.002985,0.121795,0,7779,6,7,13
9905305,,,33,0.07162,0.090299,313141.786699,0.005923,0.157895,0,7779,11,9,20
9807544,,,32,0.079807,0.115193,40481.446945,0.001972,0.257143,0,7779,4,11,15
9702433,,,2,0.625,0.7,3296.296171,0.016605,0.123333,0,4808,23,2,25
9506400,,,2,0.666667,0.75,0,0,0,0,8706,0,1,1
9305344,,,1,1,1,1719.538653,0.004112,0.095238,0,3650,6,1,7
9208228,,,0,0,0,0,0.009047,0.052381,0,2003,15,0,15
9605451,,,41,0.047743,0.059863,21775.863556,0.006662,0.16129,0,7779,8,23,31
9408242,,,2,0.733333,0.818182,25131.401168,0.030888,0.153171,0,934,32,7,39
9501296,,,3,0.565217,0.623932,1646.448005,0.010873,0.143333,0,2131,15,10,25
9503356,,,4,0.493976,0.603659,104840.080426,0.061343,0.029219,0,935,80,13,93
9504302,,,2,0.692308,0.777778,1137.915484,0.015646,0.15368,0,2129,17,5,22
9504313,,,4,0.459016,0.521825,1413.3302,0.013001,0.135468,0,6126,18,11,29
9505238,,,40,0.049828,0.060148,204250.50679,0.032709,0.092271,0,7779,23,23,46
9507228,,,41,0.04752,0.056486,31646.483898,0.006913,0.161765,0,7779,9,8,17
9510325,,,41,0.047498,0.055909,15960.100791,0.025915,0.143393,0,7779,32,5,37
9511267,,,3,0.5,0.588889,3201.80247,0.003426,0.144444,0,6316,6,4,10
9601249,,,42,0.045375,0.05346,25779.340147,0.038124,0.08604,0,7779,53,15,68
9602347,,,41,0.047623,0.057745,32301.654577,0.012176,0.194624,0,7779,14,17,31
9603291,,,8,0.34072,0.416212,3132.975793,0.009375,0.071429,0,3887,10,12,22
9401348,,,0,0,0,0,0.007733,0.142857,0,933,8,0,8
9404346,,,1,1,1,80.199031,0.013148,0.19697,0,932,11,1,12
9312205,,,0,0,0,0,0.005532,0.036364,0,2152,11,0,11
9409432,,,2,0.727273,0.8125,28745.42607,0.004658,0.038462,0,5384,8,5,13
9407296,,,3,0.536585,0.628788,633.689031,0.050437,0.096346,0,1074,36,7,43
9408376,,,4,0.396396,0.477273,66257.995055,0.11179,0.031329,0,1204,73,7,80
9409216,,,5,0.373913,0.462016,45056.260387,0.007458,0.071429,0,4687,8,8,16
9408352,,,2,0.833333,0.9,7761.724855,0.058121,0.094595,0,929,33,4,37
9409203,,,2,0.8,0.875,1833.728917,0.054371,0.113911,0,927,29,3,32
9409232,,,4,0.391304,0.50463,318.116798,0.030255,0.192029,0,926,20,4,24
9409353,,,2,0.75,0.833333,83.407409,0.003278,0.214286,0,917,1,6,7
9410214,,,3,0.541667,0.602564,26279.300042,0.02102,0.147436,0,911,10,3,13
9209289,,,0,0,0,0,0.158401,0.038632,0,757,71,0,71
9501406,,,0,0,0,0,0.009032,0.071429,0,3354,7,0,7
9305260,,,0,0,0,0,0.060073,0.100791,0,915,23,0,23
9408284,,,2,0.75,0.833333,8.923229,0.013182,0.22381,0,2128,13,2,15
9408287,,,2,0.636364,0.714286,432.024328,0.019178,0.201299,0,2127,19,3,22
9406243,,,3,0.5,0.611111,0.333333,0.000725,0,0,6127,1,1,2
9405348,,,1,1,1,3914.067231,0.039942,0.085507,0,2100,40,6,46
9412249,,,3,0.571429,0.708333,61.127459,0.014528,0.165789,0,2136,16,4,20
9510238,,,7,0.277174,0.341597,21785.72468,0.014056,0.295833,0,2150,10,6,16
9412258,,,39,0.052351,0.062417,3013694.869085,0.010282,0.036364,0,7779,2,9,11
9501354,,,4,0.446809,0.587302,78524.741056,0.007139,0.033333,0,1033,3,7,10
9502250,,,5,0.466667,0.594589,26060.429335,0.006804,0.13254,0,2134,11,25,36
9405204,,,3,0.5,0.583333,15010.740616,0.080519,0.061562,0,770,36,1,37
9707402,,,34,0.069374,0.091538,13170.073283,0.00887,0.118182,0,7779,9,2,11
9606281,,,33,0.074261,0.10327,895852.935569,0.032957,0.054118,0,7779,30,21,51
9701344,,,34,0.068632,0.090974,11230.651932,0.014057,0.110507,0,7779,8,16,24
9307320,,,2,0.75,0.833333,1381.315245,0.020586,0.074074,0,1023,23,4,27
9401270,,,1,1,1,1598.567697,0.037541,0.04955,0,1222,36,1,37
9502383,,,39,0.052352,0.062562,1926069.509673,0.009973,0.070833,0,7779,5,11,16
9507261,,,41,0.047712,0.059662,161276.2963,0.016161,0.096639,0,7779,15,20,35
9511469,,,32,0.079608,0.113782,13461048.642453,0.043639,0.025463,0,7779,38,43,81
9602310,,,42,0.045971,0.059604,37258.123567,0.00791,0.180952,0,7779,7,8,15
9603370,,,32,0.076844,0.104461,221585.505038,0.002573,0.079781,0,7779,2,59,61
9603386,,,42,0.045711,0.056298,51464.497634,0.014854,0.140351,0,7779,15,4,19
9605440,,,42,0.045877,0.058357,50057.200674,0.029062,0.08871,0,7779,17,15,32
11145,,,26,0.11191,0.137431,0,0,0.109091,0,8707,0,11,11
6006,,,27,0.102811,0.128847,6662.050808,0.002362,0.363636,0,7779,4,7,11
6135,,,25,0.115749,0.14191,185959.602722,0.014516,0.099715,0,7779,20,7,27
9501224,,,0,0,0,0,0.023657,0.164835,0,1835,14,0,14
9709386,,,31,0.081352,0.105448,334579.262782,0.012863,0.162698,0,7779,17,19,36
9906300,,,30,0.094594,0.129616,208456.926017,0.002909,0.09551,0,7779,6,44,50
9503208,,,41,0.047438,0.055712,1386.812015,0.031993,0.099907,0,7779,29,18,47
9512334,,,4,0.530612,0.625,242.839736,0.012919,0.116667,0,2467,17,8,25
9602324,,,41,0.047643,0.057765,102553.527388,0.026548,0.165546,0,7779,22,13,35
9604202,,,32,0.074333,0.091711,293857.218121,0.03997,0.080507,0,7779,45,22,67
9609469,,,6,0.339901,0.433816,18778.413795,0.012399,0.125287,0,4669,22,8,30
9702375,,,32,0.076883,0.10493,586065.945068,0.052393,0.051673,0,7779,33,95,128
9703408,,,1,1,1,23671.070495,0.000964,0.15,0,6978,2,3,5
9704260,,,30,0.086751,0.113953,418689.078523,0.014803,0.109416,0,7779,21,35,56
9705363,,,32,0.076227,0.098878,9711.743215,0.004463,0.120915,0,7779,7,11,18
9705402,,,30,0.0863,0.11017,148050.498307,0.002456,0.146199,0,7779,3,16,19
9705447,,,6,0.330961,0.407706,590.204087,0.004767,0.147059,0,6976,10,8,18
9710512,,,31,0.082932,0.115011,25939.250932,0.007391,0.14023,0,7779,10,20,30
9712350,,,33,0.071099,0.088551,21585.430014,0.00462,0.180952,0,7779,8,7,15
9805222,,,31,0.084349,0.119452,82833.427925,0.009159,0.104472,0,7779,16,38,54
9805452,,,34,0.066408,0.079891,13551.871638,0.006746,0.1125,0,7779,9,7,16
9809294,,,32,0.076313,0.099341,25819.340182,0.002015,0.141026,0,7779,4,9,13
9809553,,,31,0.08417,0.118038,88217.963772,0.002048,0.12987,0,7779,4,18,22
9811226,,,31,0.085492,0.122466,65011.668189,0.004395,0.096014,0,7779,6,18,24
9901445,,,31,0.082819,0.110525,40565.587149,0.011694,0.152308,0,7779,18,8,26
9903293,,,32,0.078297,0.105175,25256.917569,0.002655,0.230769,0,7779,6,7,13
9904449,,,31,0.083098,0.112619,804.08162,0.001045,0.132411,0,7779,2,21,23
9907468,,,29,0.095703,0.122771,107771.720318,0.004764,0.160819,0,7779,9,10,19
5183,,,30,0.091049,0.129796,14039.313482,0.017666,0.124138,0,7779,20,10,30
9806521,,,31,0.08589,0.129599,96815.252647,0.003341,0.089947,0,7779,6,22,28
9912318,,,32,0.07864,0.104548,5223.664876,0.008151,0.185714,0,7779,8,7,15
9401298,,,4,0.46,0.583333,3897.727299,0.014277,0.071895,0,1084,11,7,18
2049,,,27,0.102801,0.128759,7460.917429,0.027836,0.200535,0,7779,29,5,34
2183,,,27,0.102806,0.128803,1656.297945,0.019228,0.244318,0,7779,27,6,33
9907218,,,28,0.101183,0.128685,21512.38998,0.07016,0.091684,0,7779,72,11,83
9911406,,,26,0.114128,0.152228,788037.503811,0.062235,0.073219,0,7779,84,45,129
9911457,,,26,0.109273,0.139307,76024.469793,0.047938,0.118721,0,7779,62,11,73
9612293,,,33,0.07108,0.089863,48507.060989,0.006376,0.13369,0,7779,8,26,34
9704445,,,31,0.081831,0.1082,51123.857193,0.009625,0.138177,0,7779,13,14,27
9707217,,,32,0.07644,0.099569,64994.642296,0.011291,0.132135,0,7779,14,30,44
209056,,,24,0.136088,0.15473,6526.548353,0.000397,0.190476,0,8711,1,6,7
8262,,,32,0.075465,0.09475,72789.922994,0.013478,0.124384,0,7779,23,6,29
203075,,,27,0.114116,0.143392,2222422.011169,0.002927,0.086842,0,7779,6,14,20
205162,,,26,0.114152,0.13818,2340.224001,0.00082,0.053571,0,8710,2,6,8
208177,,,23,0.151937,0.177083,2378687.943752,0.021607,0.060829,0,7779,47,37,84
9410260,,,0,0,0,0,0.010362,0.104762,0,3217,15,0,15
9812399,,,31,0.081494,0.108142,350274.713851,0.009486,0.048316,0,7779,8,40,48
3320,,,30,0.083986,0.102131,33497.350087,0.014185,0.145,0,7779,17,8,25
8078,,,31,0.081976,0.106139,22494.603346,0.019112,0.114286,0,7779,23,13,36
103199,,,22,0.160841,0.192199,1152027.500426,0.061462,0.063481,0,7779,76,31,107
104267,,,23,0.140899,0.162007,52407.538345,0.016753,0.12043,0,7779,18,13,31
106025,,,23,0.151677,0.176342,1319898.537075,0.037623,0.076459,0,7779,54,18,72
107154,,,22,0.168127,0.197722,1731211.843239,0.010446,0.118409,0,7779,16,32,48
111058,,,22,0.166569,0.195919,5450186.458243,0.077708,0.046349,0,7779,117,30,147
112102,,,23,0.14949,0.172551,42471.03667,0.05796,0.05914,0,7779,86,9,95
112255,,,23,0.145005,0.165001,26191.249096,0.041877,0.085586,0,7779,65,11,76
205102,,,22,0.169571,0.200228,163736.013338,0.00718,0.175958,0,7779,11,31,42
207310,,,23,0.150443,0.173381,2277184.947127,0.005185,0.116923,0,7779,9,17,26
209187,,,23,0.150539,0.173455,3676113.271582,0.017937,0.080363,0,7779,33,22,55
9403329,,,0,0,0,0,0.006222,0.05,0,1061,5,0,5
9403385,,,1,1,1,40312.875443,0.021937,0.047619,0,261,20,2,22
9404310,,,0,0,0,0,0.004686,0.083333,0,1060,4,0,4
9607462,,,33,0.073437,0.09519,137764.03647,0.011175,0.073529,0,7779,10,7,17
9802374,,,34,0.070198,0.096892,101930.979313,0.035549,0.093085,0,7779,38,10,48
9902399,,,36,0.060189,0.070934,30933.589562,0.017283,0.150246,0,7779,26,3,29
302003,,,0,0,0,0,0.048066,0.056892,0,335,47,0,47
9410265,,,1,1,1,2907.329546,0.014969,0.031667,0,3218,24,1,25
9505262,,,40,0.049735,0.057741,24034.631578,0.064696,0.085569,0,7779,44,3,47
9505303,,,1,1,1,22.436635,0.003206,0.1,0,6040,5,1,6
9601275,,,3,0.5,0.611111,6109.695319,0.007309,0.153846,0,3211,11,2,13
9604279,,,39,0.052514,0.065049,276192.636126,0.037544,0.049351,0,7779,38,18,56
9608318,,,39,0.052448,0.063625,71740.644156,0.08063,0.053874,0,7779,68,7,75
9708255,,,34,0.070354,0.09996,645092.352325,0.045275,0.052259,0,7779,58,33,91
9708473,,,0,0,0,0,0.000767,0,0,6067,1,0,1
9711327,,,32,0.075162,0.093314,424955.561932,0.027232,0.093112,0,7779,28,21,49
9712263,,,3,0.454545,0.533333,0,0.000767,0.5,0,6066,1,1,2
9712384,,,35,0.0657,0.089083,83438.558811,0.003513,0.108333,0,7779,7,9,16
9801305,,,40,0.050026,0.060815,12329.261864,0.013571,0.208791,0,7779,10,4,14
9805232,,,1,1,1,2083.437215,0.061275,0.073543,0,336,46,1,47
9808283,,,39,0.052397,0.062736,22975.882751,0.063276,0.042449,0,7779,69,3,72
201149,,,27,0.100481,0.118434,117158.900758,0.001414,0.142857,0,7779,3,5,8
203049,,,25,0.123115,0.152678,18325.397217,0.002245,0.117647,0,8709,5,29,34
9602429,,,6,0.332008,0.388024,45249.348008,0.033753,0.09372,0,4508,35,11,46
11096,,,28,0.101579,0.12884,139657.065548,0.007426,0.090909,0,7779,14,20,34
111309,,,27,0.112818,0.141337,2105731.202679,0.003207,0.058333,0,7779,6,19,25
9508356,,,29,0.088986,0.104674,110124.107913,0.00253,0.107143,0,7779,5,3,8
9603345,,,3,0.472222,0.539216,28871.860803,0.014066,0.1,0,3474,12,3,15
9704453,,,35,0.065447,0.090308,709573.841795,0.016496,0.030466,0,7779,17,46,63
9704443,,,4,0.534483,0.642473,190530.759658,0.006961,0.094737,0,5486,9,11,20
9804430,,,35,0.063993,0.077118,72110.176795,0.008517,0.179739,0,7779,13,5,18
9805384,,,6,0.284483,0.349747,28438.27973,0.005107,0.190476,0,6629,9,6,15
9709242,,,31,0.082814,0.116048,21093.800802,0.011222,0.111828,0,7779,6,25,31
9601383,,,3,0.6,0.722222,1608.442806,0.030173,0.080882,0,3040,14,3,17
9403255,,,3,0.545455,0.638889,26.021986,0.007819,0.1,0,3166,3,2,5
9601265,,,3,0.555556,0.666667,5492.704498,0.015333,0.095588,0,3188,15,2,17
9601343,,,6,0.299694,0.366497,48430.810737,0.026721,0.056707,0,3175,33,8,41
9610525,,,44,0.041844,0.05,46789.092577,0.01842,0.079051,0,7779,14,9,23
9306292,,,1,1,1,9766.215239,0.08471,0.053846,0,648,37,3,40
9506311,,,0,0,0,0,0.022426,0.125,0,3171,16,0,16
9603253,,,31,0.080745,0.103052,163340.277074,0.049013,0.119658,0,7779,19,8,27
9610461,,,30,0.089125,0.129419,2773555.839515,0.064893,0.050591,0,7779,20,145,165
9504373,,,4,0.5,0.610119,38600.829798,0.117387,0.046753,0,1595,63,9,72
9702431,,,32,0.078037,0.110721,229500.316932,0.016651,0.057545,0,7779,12,57,69
9505428,,,7,0.333333,0.431053,40195.906484,0.103533,0.04873,0,1847,75,19,94
9603228,,,0,0,0,0,0.008864,0.1,0,3163,6,0,6
9607296,,,33,0.070298,0.088162,379600.26868,0.028131,0.141176,0,7779,15,20,35
9308208,,,1,1,1,157.744357,0.092628,0.085695,0,1242,38,1,39
9501407,,,5,0.343915,0.385641,2347.019477,0.110903,0.066629,0,2532,92,3,95
9408270,,,2,0.7,0.785714,691.072189,0.007517,0.142857,0,3170,4,4,8
9504306,,,4,0.483871,0.558333,4230.035328,0.05631,0.063636,0,1108,49,6,55
9505315,,,34,0.068296,0.085137,67548.064774,0.015714,0.065934,0,7779,10,4,14
9506364,,,7,0.411321,0.537637,159336.448822,0.040447,0.066605,0,2478,19,28,47
9507290,,,5,0.350993,0.47673,12879.888849,0.012806,0.073684,0,2481,10,10,20
9508362,,,5,0.302564,0.365254,5760.439461,0.027039,0.108871,0,1113,28,4,32
9511234,,,34,0.068439,0.086752,81277.125776,0.01078,0.1,0,7779,6,4,10
9512215,,,8,0.288,0.340454,60564.89021,0.011889,0.128205,0,3169,8,5,13
9512254,,,5,0.302326,0.395192,482.574198,0.008952,0.136364,0,3164,5,7,12
9609430,,,30,0.086544,0.111843,474256.675832,0.015193,0.139954,0,7779,10,32,42
9207225,,,0,0,0,0,0.034984,0.092105,0,647,20,0,20
9211244,,,1,1,1,233.527471,0.019729,0.057692,0,1150,12,1,13
9502318,,,6,0.367273,0.448845,21742.014724,0.034521,0.081513,0,1452,22,13,35
9510304,,,6,0.2875,0.359783,39854.683127,0.069976,0.073935,0,2572,53,4,57
9602201,,,34,0.068489,0.087004,113591.458185,0.016923,0.110887,0,7779,11,21,32
9610367,,,35,0.064324,0.080066,177312.961672,0.017711,0.15,0,7779,9,7,16
9611364,,,33,0.071021,0.089442,242263.023146,0.028072,0.132317,0,7779,23,18,41
9401267,,,1,1,1,5453.401776,0.023487,0.151667,0,1116,15,10,25
9402270,,,1,1,1,2592.646002,0.066766,0.042607,0,1793,56,1,57
9404279,,,0,0,0,0,0.015844,0.136364,0,1792,11,0,11
9406237,,,0,0,0,0,0.023483,0.076923,0,1791,14,0,14
9310380,,,0,0,0,0,0.031891,0.267857,0,1735,8,0,8
9312271,,,2,0.666667,0.75,19.917485,0.004553,0,0,3049,4,1,5
9508303,,,7,0.358306,0.450931,66084.336361,0.021633,0.184615,0,2951,10,16,26
9510441,,,5,0.404494,0.460031,8972.531908,0.021558,0.10114,0,3113,18,9,27
9512341,,,32,0.072973,0.086553,158106.031671,0.040455,0.103448,0,7779,20,9,29
9512398,,,7,0.34106,0.411986,35819.890423,0.017145,0.103831,0,3116,15,17,32
9604336,,,31,0.076689,0.0889,24826.054534,0.009622,0.183077,0,7779,10,16,26
9605386,,,42,0.045664,0.05661,38872.122223,0.00539,0.157143,0,7779,8,13,21
9606235,,,31,0.080015,0.09908,29681.436771,0.002702,0.229437,0,7779,2,20,22
9506217,,,41,0.047733,0.05999,382628.96589,0.061991,0.076602,0,7779,46,22,68
9509277,,,2,0.666667,0.75,82.558145,0.012267,0.166667,0,1977,4,2,6
9511259,,,9,0.264509,0.32752,10844.560907,0.011679,0.160256,0,1905,3,10,13
9512337,,,8,0.281609,0.343191,11549.139126,0.031461,0.063333,0,1948,17,8,25
9501204,,,0,0,0,0,0.019874,0.061905,0,2931,21,0,21
