Id,Label,timeset,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,clustering,modularity_class,eigencentrality
102297,,,22,11,33,22,11,33,22,0.14089,0.168257,0.000921,0.229167,6,0.035253
101106,,,7,33,40,7,33,40,23,0.129768,0.166563,0.000418,0.121154,6,0.005617
9908531,,,25,32,57,25,32,57,24,0.115322,0.148268,0.000325,0.114662,6,0.064137
103223,,,9,38,47,9,38,47,19,0.160502,0.19709,0.01219,0.168363,6,0.007869
9803384,,,23,10,33,23,10,33,32,0.067281,0.082889,0.00014,0.159091,6,0.072712
9805439,,,3,11,14,3,11,14,32,0.068085,0.088882,0.000001,0.153846,7,0.00252
102204,,,66,16,82,66,16,82,23,0.127468,0.157841,0.000067,0.139717,6,0.101052
11214,,,2,12,14,2,12,14,28,0.088299,0.11089,0.000323,0.051282,10,0.001947
9808322,,,6,1,7,6,1,7,30,0.073956,0.084469,0.000304,0.095238,7,0.004338
9610275,,,14,4,18,14,4,18,28,0.086662,0.104356,0.000635,0.124183,10,0.013802
9606277,,,15,1,16,15,1,16,28,0.086655,0.10417,0.000599,0.104167,10,0.01486
9806374,,,4,1,5,4,1,5,29,0.07975,0.092869,0.000181,0.2,10,0.003004
11146,,,2,10,12,2,10,12,28,0.089195,0.114212,0.000049,0.090909,10,0.001227
9811376,,,6,4,10,6,4,10,31,0.071457,0.087152,0.000118,0.077778,7,0.004101
9607459,,,11,1,12,11,1,12,28,0.086655,0.104167,0.001664,0.060606,13,0.008585
9611260,,,2,2,4,2,2,4,29,0.079754,0.092981,0,0.25,10,0.001915
11293,,,1,5,6,1,5,6,28,0.086205,0.106459,0.000007,0.2,10,0.000656
104057,,,2,18,20,2,18,20,25,0.107862,0.133195,0.000424,0.149123,11,0.001428
6307,,,10,22,32,10,22,32,25,0.095921,0.111704,0.000404,0.152218,11,0.006789
12004,,,2,9,11,2,9,11,25,0.105395,0.127671,0.001066,0.145455,11,0.001383
9805445,,,9,2,11,9,2,11,37,0.050752,0.057368,0.000247,0.122222,11,0.009878
7335,,,2,8,10,2,8,10,24,0.117264,0.148357,0.000179,0.111111,11,0.001271
101257,,,1,14,15,1,14,15,25,0.102089,0.120229,0.00008,0.233333,11,0.000637
5309,,,13,34,47,13,34,47,24,0.104748,0.123009,0.001029,0.094357,11,0.008735
9905341,,,1,1,2,1,1,2,36,0.053011,0.059865,0.000079,0,11,0.000637
103155,,,2,14,16,2,14,16,24,0.10658,0.126178,0.000377,0.108333,11,0.001204
12250,,,2,12,14,2,12,14,25,0.095339,0.108615,0,0.318681,11,0.001262
9907229,,,10,4,14,10,4,14,34,0.061728,0.080982,0.000028,0.148352,11,0.0077
9908254,,,6,2,8,6,2,8,34,0.060258,0.073333,0.000004,0.178571,11,0.004259
9703266,,,28,7,35,28,7,35,31,0.069802,0.080092,0.000195,0.203361,0,0.050856
9611292,,,30,2,32,30,2,32,36,0.052469,0.057482,0.000002,0.197581,0,0.049411
11216,,,2,7,9,2,7,9,24,0.108922,0.136734,0.00017,0.027778,4,0.001377
11198,,,2,9,11,2,9,11,24,0.107927,0.128748,0.00004,0.2,0,0.001271
9605222,,,29,2,31,29,2,31,46,0.035091,0.037417,0.000001,0.125806,4,0.110075
2226,,,2,1,3,2,1,3,35,0.055543,0.062142,0,0.166667,6,0.00123
2126,,,6,39,45,6,39,45,23,0.115054,0.155754,0.000621,0.035859,6,0.010582
9906527,,,19,4,23,19,4,23,29,0.077935,0.092496,0.000104,0.108696,4,0.029882
11217,,,6,18,24,6,18,24,22,0.128341,0.165718,0.000367,0.119565,2,0.00669
4197,,,8,37,45,8,37,45,23,0.106281,0.138283,0.000012,0.159596,2,0.006371
5064,,,9,20,29,9,20,29,24,0.105712,0.137026,0.000022,0.169951,2,0.008467
5093,,,5,53,58,5,53,58,22,0.119417,0.158167,0.000129,0.127949,2,0.004623
9707215,,,47,1,48,47,1,48,32,0.066954,0.079747,0.000474,0.065603,2,0.102035
11153,,,5,39,44,5,39,44,22,0.134334,0.171853,0.000428,0.114693,2,0.004868
9909429,,,26,51,77,26,51,77,22,0.113504,0.154549,0.001606,0.105092,9,0.029375
7066,,,5,20,25,5,20,25,24,0.107787,0.13937,0.000095,0.171667,2,0.004769
6229,,,16,21,37,16,21,37,24,0.101742,0.129006,0.00002,0.185435,2,0.015165
9612243,,,27,1,28,27,1,28,36,0.053585,0.060888,0.004166,0.071429,2,0.173191
9604218,,,22,2,24,22,2,24,35,0.056615,0.065609,0.007129,0.039855,2,0.064385
104063,,,1,5,6,1,5,6,26,0.102657,0.124203,0.000001,0.233333,7,0.00057
9903385,,,18,26,44,18,26,44,27,0.092027,0.12038,0.0001,0.152748,7,0.022697
102165,,,3,4,7,3,4,7,25,0.111888,0.135348,0.000067,0.233333,7,0.001766
9902478,,,3,2,5,3,2,5,32,0.067133,0.080969,0.000002,0.2,7,0.002044
5133,,,5,11,16,5,11,16,28,0.086237,0.109622,0.000088,0.166667,7,0.003017
11222,,,5,8,13,5,8,13,35,0.057542,0.073953,0.000002,0.185897,11,0.003236
9602277,,,80,1,81,80,1,81,40,0.044423,0.049149,0.000106,0.066049,11,0.125358
9904440,,,13,7,20,13,7,20,38,0.048422,0.054868,0.000141,0.136842,11,0.011315
9610490,,,43,1,44,43,1,44,44,0.037737,0.040578,0.000112,0.042283,6,0.079275
9812415,,,12,20,32,12,20,32,34,0.060368,0.077368,0.000188,0.084677,11,0.012042
9710554,,,2,1,3,2,1,3,29,0.079749,0.092868,0.000028,0.333333,10,0.001924
203011,,,1,8,9,1,8,9,28,0.085081,0.10629,0.000427,0.069444,10,0.000628
6161,,,3,1,4,3,1,4,28,0.086664,0.104179,0.000036,0.25,10,0.001764
9806226,,,8,4,12,8,4,12,30,0.073928,0.084609,0.000116,0.151515,10,0.005372
6181,,,2,4,6,2,4,6,28,0.089212,0.110586,0.000036,0.266667,10,0.001141
9903367,,,3,7,10,3,7,10,29,0.079825,0.093629,0.000024,0.222222,10,0.002014
8140,,,1,8,9,1,8,9,28,0.082812,0.099236,0.000018,0.083333,10,0.00057
2252,,,5,8,13,5,8,13,27,0.08749,0.109524,0.000441,0.089744,10,0.003012
3132,,,3,6,9,3,6,9,28,0.080766,0.097873,0.000072,0.152778,10,0.001764
9612252,,,5,1,6,5,1,6,29,0.079749,0.092868,0,0.366667,10,0.00403
104073,,,1,33,34,1,33,34,26,0.092194,0.116373,0.000118,0.287879,13,0.000623
11333,,,12,70,82,12,70,82,27,0.096471,0.12431,0.027832,0.179765,13,0.008121
12039,,,6,25,31,6,25,31,27,0.094193,0.116374,0.000881,0.27957,13,0.003973
101067,,,3,20,23,3,20,23,28,0.088543,0.109232,0.00004,0.34585,13,0.001761
8207,,,8,9,17,8,9,17,29,0.082205,0.098918,0.000001,0.379167,13,0.0068
8208,,,13,37,50,13,37,50,28,0.086891,0.106864,0.00018,0.275085,13,0.009774
6034,,,11,23,34,11,23,34,31,0.071675,0.08839,0.000001,0.332442,13,0.009012
101326,,,1,17,18,1,17,18,27,0.0945,0.117068,0.000005,0.284314,13,0.00057
102047,,,4,47,51,4,47,51,25,0.099719,0.128853,0.002183,0.212941,13,0.002405
5225,,,8,11,19,8,11,19,31,0.071216,0.085922,0.000001,0.353801,13,0.007331
4074,,,11,38,49,11,38,49,27,0.092625,0.115592,0.001228,0.308248,13,0.009123
12274,,,2,10,12,2,10,12,28,0.088072,0.107012,0,0.371212,13,0.00125
4095,,,17,5,22,17,5,22,27,0.090375,0.106973,0.000004,0.281385,13,0.013566
3199,,,13,12,25,13,12,25,31,0.071192,0.085666,0.00007,0.288333,13,0.011565
11231,,,1,12,13,1,12,13,24,0.123919,0.159234,0.000329,0.108974,1,0.000623
5089,,,8,7,15,8,7,15,29,0.077919,0.098782,0.000007,0.147619,1,0.006288
9909479,,,7,2,9,7,2,9,28,0.078863,0.095002,0.000078,0.111111,7,0.005668
9912528,,,3,12,15,3,12,15,32,0.067178,0.080358,0.000083,0.247619,4,0.001834
11162,,,1,13,14,1,13,14,33,0.062963,0.073582,0,0.373626,4,0.00057
9021,,,4,30,34,4,30,34,24,0.127325,0.167619,0.000165,0.083779,1,0.002639
9712201,,,69,9,78,69,9,78,34,0.060265,0.074221,0.001102,0.016983,2,0.096974
9912498,,,24,25,49,24,25,49,24,0.107406,0.140043,0.000112,0.153061,3,0.026912
103197,,,4,15,19,4,15,19,20,0.159463,0.19849,0.000419,0.096491,7,0.003407
106098,,,6,14,20,6,14,20,20,0.143544,0.176431,0.000207,0.169591,4,0.005583
10195,,,16,16,32,16,16,32,24,0.124074,0.164415,0.000736,0.185484,3,0.013038
9912408,,,53,24,77,53,24,77,23,0.108476,0.145137,0.00105,0.081852,3,0.054275
104076,,,7,12,19,7,12,19,20,0.145668,0.172338,0.000236,0.108187,2,0.007724
4256,,,3,16,19,3,16,19,24,0.100077,0.128686,0.000018,0.236842,4,0.002208
103065,,,17,26,43,17,26,43,22,0.131081,0.173457,0.000113,0.142303,2,0.016047
9704205,,,22,13,35,22,13,35,33,0.063295,0.078023,0.001198,0.058824,4,0.031528
9702421,,,29,7,36,29,7,36,33,0.062721,0.07468,0.001397,0.086508,9,0.059031
9805367,,,32,4,36,32,4,36,34,0.059194,0.068099,0.000064,0.133333,4,0.044037
9711348,,,36,5,41,36,5,41,36,0.053653,0.061759,0.000012,0.143293,4,0.055924
9810479,,,51,11,62,51,11,62,32,0.067488,0.083915,0.000405,0.106029,4,0.075275
2108,,,81,26,107,81,26,107,24,0.108888,0.142421,0.003244,0.082749,2,0.111133
11234,,,19,18,37,19,18,37,24,0.114231,0.139628,0.00009,0.209524,2,0.022682
3184,,,47,50,97,47,50,97,23,0.111058,0.147543,0.001191,0.093169,2,0.071453
7181,,,26,36,62,26,36,62,24,0.107465,0.143626,0.000473,0.119513,2,0.037844
5134,,,11,12,23,11,12,23,24,0.102641,0.130231,0.000015,0.270751,2,0.014111
5007,,,31,15,46,31,15,46,24,0.107442,0.138838,0.000249,0.163285,2,0.039426
4208,,,24,32,56,24,32,56,24,0.106053,0.135812,0.000069,0.135017,2,0.033268
4085,,,30,16,46,30,16,46,24,0.106431,0.135714,0.000133,0.179227,2,0.036474
11387,,,16,28,44,16,28,44,23,0.1209,0.147407,0.000074,0.24158,2,0.018317
9803212,,,10,3,13,10,3,13,33,0.063499,0.077778,0.000006,0.205128,2,0.017446
9701201,,,3,1,4,3,1,4,41,0.04256,0.046896,0.000086,0,8,0.002935
9611278,,,6,7,13,6,7,13,40,0.044449,0.049746,0.000261,0.115385,8,0.00602
9603336,,,22,9,31,22,9,31,33,0.062311,0.071908,0.000217,0.076344,4,0.043819
9512440,,,3,1,4,3,1,4,30,0.073863,0.084011,0.000073,0.25,6,0.002189
9701208,,,8,2,10,8,2,10,35,0.05598,0.063568,0.000068,0.1,1,0.005412
9610294,,,8,1,9,8,1,9,42,0.040815,0.044449,0.000082,0.055556,1,0.005817
9701209,,,6,2,8,6,2,8,33,0.062788,0.072998,0.001747,0.053571,8,0.006533
9606276,,,2,2,4,2,2,4,32,0.066961,0.079871,0.001954,0.166667,1,0.001983
9610423,,,10,3,13,10,3,13,41,0.042551,0.046872,0.000597,0.057692,8,0.023242
9701211,,,1,3,4,1,3,4,42,0.040847,0.044934,0.000078,0.166667,2,0.000815
9605354,,,3,1,4,3,1,4,44,0.037728,0.040446,0,0.083333,2,0.002041
9612227,,,11,3,14,11,3,14,41,0.042579,0.047367,0.000167,0.093407,2,0.015116
9701213,,,5,3,8,5,3,8,32,0.064579,0.071995,0.000112,0.142857,8,0.004877
9612274,,,4,2,6,4,2,6,40,0.044436,0.04947,0.000003,0.1,8,0.004657
9607204,,,6,1,7,6,1,7,40,0.044444,0.049544,0.000003,0.166667,7,0.013937
9612261,,,29,16,45,29,16,45,33,0.063126,0.077002,0.000322,0.071717,4,0.084946
9608449,,,15,4,19,15,4,19,41,0.042554,0.047077,0.000009,0.154971,7,0.090624
9605447,,,21,12,33,21,12,33,32,0.067095,0.081352,0.001079,0.086174,4,0.035958
9603310,,,64,13,77,64,13,77,32,0.066359,0.077909,0.017671,0.052632,4,0.184467
104080,,,1,7,8,1,7,8,25,0.106973,0.130297,0,0.357143,7,0.000573
9808385,,,30,7,37,30,7,37,31,0.071171,0.085568,0.000036,0.111111,7,0.038258
12219,,,4,30,34,4,30,34,24,0.118272,0.152654,0.000255,0.116756,7,0.003142
12222,,,2,7,9,2,7,9,26,0.094878,0.110935,0,0.222222,7,0.001877
6135,,,13,7,20,13,7,20,25,0.104636,0.126771,0.000516,0.092105,7,0.009586
12154,,,4,10,14,4,10,14,25,0.108288,0.132818,0.00067,0.120879,7,0.003244
9912318,,,5,5,10,5,5,10,32,0.068029,0.085238,0.000003,0.255556,7,0.004946
9701218,,,10,2,12,10,2,12,40,0.044439,0.049435,0.000004,0.106061,7,0.016407
9701219,,,25,6,31,25,6,31,33,0.062462,0.072882,0.00046,0.075269,6,0.056761
9609370,,,5,2,7,5,2,7,34,0.05866,0.066148,0,0.214286,4,0.006441
9508254,,,18,1,19,18,1,19,44,0.037727,0.040443,0.000005,0.067251,6,0.03873
11238,,,6,15,21,6,15,21,26,0.099682,0.12672,0.000008,0.190476,7,0.006404
9607214,,,36,3,39,36,3,39,32,0.066973,0.079508,0.000195,0.125506,7,0.056045
4213,,,28,17,45,28,17,45,26,0.099666,0.126746,0.00011,0.159619,7,0.033347
2038,,,8,10,18,8,10,18,31,0.073232,0.097417,0.000259,0.088235,7,0.005722
7038,,,11,9,20,11,9,20,26,0.100696,0.125936,0.000237,0.223684,7,0.010411
9610426,,,4,1,5,4,1,5,35,0.056751,0.066397,0.000109,0.1,12,0.00708
9701225,,,2,17,19,2,17,19,32,0.066777,0.081601,0.000411,0.01462,1,0.001342
9510377,,,18,6,24,18,6,24,40,0.04445,0.050065,0.000126,0.070652,1,0.047213
9606405,,,1,5,6,1,5,6,34,0.058672,0.066318,0,0.1,1,0.000632
9611356,,,1,5,6,1,5,6,31,0.071229,0.086641,0.000299,0.133333,7,0.000632
9608415,,,23,6,29,23,6,29,34,0.059226,0.06862,0.000973,0.04064,9,0.06638
9611258,,,6,3,9,6,3,9,40,0.044474,0.050025,0.000355,0.083333,1,0.004962
9607349,,,10,2,12,10,2,12,33,0.062198,0.070891,0.000159,0.045455,7,0.008499
9603417,,,9,2,11,9,2,11,41,0.042554,0.046973,0.000001,0.109091,7,0.006471
9610232,,,8,1,9,8,1,9,43,0.039219,0.042467,0.000014,0.125,9,0.027393
9612441,,,4,1,5,4,1,5,42,0.040818,0.044635,0.000001,0.05,7,0.003663
9611324,,,7,2,9,7,2,9,42,0.040818,0.044524,0.000005,0.069444,1,0.00462
9612349,,,4,22,26,4,22,26,32,0.067057,0.081957,0.000066,0.112308,1,0.012883
9612293,,,7,10,17,7,10,17,33,0.062861,0.074384,0.000181,0.132353,1,0.008126
9701226,,,12,1,13,12,1,13,42,0.040808,0.044358,0.000324,0.064103,8,0.014137
9701231,,,82,24,106,82,24,106,31,0.07098,0.087798,0.00278,0.054807,7,0.206404
9607298,,,25,8,33,25,8,33,37,0.050061,0.055724,0.000114,0.089015,4,0.104384
9610252,,,66,14,80,66,14,80,31,0.071276,0.087332,0.002532,0.062025,7,0.159016
9610449,,,65,5,70,65,5,70,33,0.062385,0.072921,0.000236,0.052856,2,0.134333
9610208,,,39,2,41,39,2,41,32,0.067044,0.080637,0.000124,0.090854,7,0.098996
9603233,,,25,4,29,25,4,29,43,0.039244,0.042969,0.00014,0.091133,7,0.064503
9512354,,,5,2,7,5,2,7,36,0.05358,0.060897,0.000008,0.166667,4,0.018986
9603244,,,23,4,27,23,4,27,42,0.040843,0.045204,0.000019,0.135328,7,0.083855
9610485,,,12,4,16,12,4,16,34,0.06003,0.071511,0.000373,0.1125,6,0.027254
9607332,,,29,11,40,29,11,40,32,0.066976,0.080457,0.002312,0.055769,7,0.04642
9701236,,,16,1,17,16,1,17,41,0.042535,0.046582,0,0.102941,8,0.018303
9701237,,,1,4,5,1,4,5,28,0.086672,0.104412,0.002811,0.15,0,0.001168
9606459,,,3,1,4,3,1,4,30,0.073862,0.084014,0,0.333333,0,0.00311
9609414,,,2,2,4,2,2,4,30,0.073867,0.084086,0,0.333333,0,0.001218
9701238,,,49,12,61,49,12,61,34,0.060162,0.072996,0.000427,0.051913,7,0.11135
9612480,,,26,3,29,26,3,29,42,0.040843,0.044941,0.00001,0.098522,7,0.040364
9607243,,,8,6,14,8,6,14,33,0.062784,0.073305,0.000078,0.137363,7,0.014811
9609484,,,2,3,5,2,3,5,34,0.060002,0.071286,0.000002,0.25,7,0.009307
9509358,,,36,2,38,36,2,38,33,0.063805,0.077892,0.002511,0.070413,7,0.068353
9602201,,,10,4,14,10,4,14,34,0.06004,0.071368,0.000249,0.159341,7,0.026192
9609501,,,1,3,4,1,3,4,34,0.060007,0.071364,0.000003,0.083333,7,0.006583
9506398,,,41,1,42,41,1,42,41,0.042535,0.046587,0.000376,0.062137,7,0.111905
9610367,,,9,2,11,9,2,11,35,0.056639,0.065827,0.000661,0.054545,7,0.026882
11241,,,8,23,31,8,23,31,29,0.081857,0.109544,0.000186,0.212903,8,0.005185
7108,,,7,18,25,7,18,25,31,0.073768,0.096785,0.000072,0.196667,8,0.004863
9706377,,,39,1,40,39,1,40,44,0.037749,0.040615,0,0.160256,8,0.052589
4044,,,15,20,35,15,20,35,29,0.080814,0.109055,0.000071,0.185714,8,0.010875
9903246,,,22,12,34,22,12,34,32,0.066652,0.08151,0.000077,0.164773,8,0.022331
5049,,,5,21,26,5,21,26,32,0.06872,0.090444,0.01179,0.12,8,0.004002
6233,,,3,19,22,3,19,22,32,0.068664,0.089862,0.000009,0.162338,8,0.002895
7133,,,3,14,17,3,14,17,29,0.082796,0.106972,0.00002,0.272059,8,0.002236
9904420,,,6,13,19,6,13,19,31,0.071723,0.090175,0.000001,0.219298,8,0.006348
9807462,,,50,15,65,50,15,65,34,0.059218,0.070916,0.000621,0.096154,8,0.057412
4014,,,19,26,45,19,26,45,29,0.084026,0.112811,0.003045,0.167172,8,0.014089
9704369,,,21,1,22,21,1,22,43,0.039227,0.042497,0.000002,0.08658,8,0.032076
3070,,,2,15,17,2,15,17,29,0.082016,0.107972,0.000767,0.209559,8,0.002697
9709432,,,56,6,62,56,6,62,33,0.061359,0.068447,0.001138,0.121364,8,0.062736
9911289,,,11,10,21,11,10,21,32,0.068125,0.086692,0.003574,0.138095,8,0.007612
9701284,,,53,1,54,53,1,54,43,0.039227,0.042497,0.00024,0.117051,8,0.074503
9607487,,,39,18,57,39,18,57,34,0.05921,0.069381,0.000463,0.124687,4,0.150428
9701248,,,17,2,19,17,2,19,30,0.073923,0.08426,0.002467,0.073099,8,0.017092
9506273,,,22,1,23,22,1,23,29,0.079748,0.092865,0.007403,0.067194,10,0.019003
9701250,,,3,1,4,3,1,4,42,0.040825,0.04455,0.000083,0.083333,1,0.002231
9610505,,,1,3,4,1,3,4,41,0.04256,0.046966,0.000083,0.083333,1,0.000701
9701252,,,6,5,11,6,5,11,40,0.044449,0.049641,0.00003,0.272727,8,0.004794
9612415,,,9,5,14,9,5,14,41,0.042556,0.047028,0.000096,0.197802,8,0.008598
9610430,,,7,4,11,7,4,11,41,0.042552,0.046932,0.00001,0.218182,8,0.00602
9701253,,,38,1,39,38,1,39,41,0.041894,0.045453,0.000019,0.051957,9,0.057098
9701254,,,3,4,7,3,4,7,40,0.044438,0.049445,0.000004,0.214286,8,0.002628
9604215,,,3,4,7,3,4,7,39,0.046495,0.052296,0.000106,0.166667,8,0.002331
9607399,,,7,3,10,7,3,10,40,0.044435,0.04937,0.00013,0.122222,8,0.005424
9701256,,,33,3,36,33,3,36,34,0.059299,0.068879,0.000966,0.064286,8,0.053176
9610211,,,2,1,3,2,1,3,34,0.059273,0.068546,0.000078,0.166667,8,0.004802
9901299,,,53,12,65,53,12,65,25,0.098378,0.116452,0.000352,0.126683,3,0.102201
9701263,,,4,4,8,4,4,8,33,0.063381,0.075847,0.0001,0.017857,6,0.014208
9810320,,,36,8,44,36,8,44,33,0.06475,0.086452,0.000176,0.159091,3,0.10157
9701260,,,12,4,16,12,4,16,29,0.079802,0.093364,0.000305,0.079167,10,0.008701
9701262,,,2,3,5,2,3,5,32,0.067001,0.079919,0.000108,0.05,1,0.009493
9511388,,,73,5,78,73,5,78,33,0.063807,0.078052,0.003105,0.094498,6,0.199388
9612308,,,7,2,9,7,2,9,40,0.044441,0.04958,0.00003,0.055556,12,0.01578
9701264,,,2,22,24,2,22,24,33,0.063166,0.077656,0.000019,0.148551,4,0.004797
9607296,,,14,6,20,14,6,20,33,0.062291,0.071525,0.000698,0.223684,4,0.056773
9608275,,,20,12,32,20,12,32,33,0.062454,0.073153,0.000546,0.19254,4,0.045146
9611239,,,38,19,57,38,19,57,32,0.066703,0.080878,0.008849,0.02005,6,0.078718
9610235,,,4,8,12,4,8,12,34,0.058812,0.067615,0,0.409091,4,0.005735
104088,,,8,19,27,8,19,27,21,0.160666,0.200914,0.003647,0.061538,2,0.006613
9812384,,,11,5,16,11,5,16,32,0.067805,0.087303,0.00003,0.095833,2,0.015748
102018,,,2,34,36,2,34,36,26,0.10368,0.138642,0.001935,0.066667,8,0.001683
9702315,,,48,11,59,48,11,59,32,0.067381,0.084006,0.001844,0.058445,2,0.111779
104101,,,3,41,44,3,41,44,21,0.158986,0.202287,0.000101,0.105205,7,0.002424
9605224,,,31,3,34,31,3,34,40,0.044447,0.049618,0.000072,0.097148,2,0.093408
11049,,,6,34,40,6,34,40,25,0.115805,0.150613,0.002031,0.094872,12,0.004777
102030,,,5,11,16,5,11,16,23,0.126855,0.159969,0.000044,0.104167,4,0.01209
2171,,,34,5,39,34,5,39,25,0.103908,0.125894,0.000409,0.063428,7,0.03818
9609429,,,2,4,6,2,4,6,38,0.048756,0.055759,0.00007,0.15,12,0.002114
9701273,,,8,2,10,8,2,10,41,0.041897,0.045528,0.000315,0.177778,9,0.012123
9701275,,,5,1,6,5,1,6,41,0.04254,0.046675,0.000124,0.133333,13,0.004058
9701276,,,5,4,9,5,4,9,34,0.060141,0.072389,0.000636,0.069444,1,0.009108
9606463,,,15,1,16,15,1,16,36,0.052544,0.057889,0.002442,0.183333,0,0.046514
9604407,,,1,1,2,1,1,2,34,0.060105,0.071885,0,0.5,1,0.001043
9701277,,,8,21,29,8,21,29,39,0.046528,0.053972,0.000065,0.126847,11,0.008977
9606310,,,26,13,39,26,13,39,40,0.044451,0.050486,0.000473,0.089069,11,0.03748
9505358,,,21,3,24,21,3,24,38,0.048757,0.055738,0.000798,0.11413,11,0.049045
9410356,,,11,3,14,11,3,14,39,0.046488,0.052222,0.000175,0.131868,11,0.024152
9507382,,,11,6,17,11,6,17,39,0.046494,0.052522,0.000089,0.194853,11,0.028787
9607240,,,2,2,4,2,2,4,40,0.044429,0.049357,0.000161,0.083333,11,0.001718
9410330,,,22,4,26,22,4,26,39,0.046488,0.052261,0.000967,0.036923,11,0.03494
9610456,,,9,12,21,9,12,21,39,0.046512,0.05324,0.000009,0.2,11,0.013966
9608318,,,53,3,56,53,3,56,39,0.046494,0.052355,0.000123,0.055195,12,0.097354
9604330,,,58,3,61,58,3,61,34,0.059976,0.070977,0.000117,0.085519,7,0.171016
9507262,,,89,1,90,89,1,90,33,0.063799,0.07776,0.001491,0.064544,7,0.296429
11248,,,4,48,52,4,48,52,23,0.13674,0.181461,0.000375,0.127828,9,0.00325
9811201,,,23,15,38,23,15,38,24,0.100291,0.125226,0.001879,0.136975,9,0.041663
9808265,,,49,20,69,49,20,69,33,0.06471,0.087161,0.000278,0.123188,9,0.116449
2186,,,25,13,38,25,13,38,24,0.104487,0.136153,0.001046,0.125178,2,0.051874
4115,,,32,53,85,32,53,85,23,0.127798,0.16723,0.003225,0.090616,9,0.028081
9612436,,,16,9,25,16,9,25,41,0.042602,0.048044,0.000145,0.125,9,0.028157
9911317,,,10,40,50,10,40,50,23,0.11778,0.153589,0.000187,0.11102,9,0.011227
5142,,,7,78,85,7,78,85,23,0.130351,0.172693,0.000749,0.048039,6,0.004682
5276,,,6,35,41,6,35,41,22,0.121512,0.158594,0.000018,0.168293,9,0.004596
9902251,,,12,20,32,12,20,32,31,0.07326,0.099621,0.000348,0.070565,9,0.017688
9806382,,,10,15,25,10,15,25,34,0.059492,0.072654,0.000019,0.221667,9,0.015938
7107,,,8,18,26,8,18,26,24,0.123015,0.162522,0.000522,0.066154,6,0.007397
7157,,,2,39,41,2,39,41,23,0.125649,0.160594,0.000249,0.15061,9,0.001952
9906378,,,6,78,84,6,78,84,24,0.103836,0.138914,0.000172,0.035284,2,0.005286
9903435,,,30,20,50,30,20,50,24,0.103332,0.132714,0.000909,0.143174,9,0.056318
9804371,,,3,5,8,3,5,8,32,0.06691,0.081166,0.000039,0.160714,0,0.004858
9909212,,,6,23,29,6,23,29,25,0.098251,0.12707,0.000006,0.179803,9,0.003768
9808224,,,40,11,51,40,11,51,33,0.064545,0.085253,0.000271,0.138431,9,0.097699
7266,,,9,21,30,9,21,30,23,0.120364,0.154953,0.000085,0.132184,9,0.00663
9066,,,9,49,58,9,49,58,23,0.130703,0.172937,0.000721,0.109498,9,0.008887
9812463,,,13,20,33,13,20,33,27,0.089132,0.109644,0.000023,0.145833,9,0.016876
9606388,,,107,9,116,107,9,116,38,0.047823,0.053753,0.00223,0.063193,9,0.232862
9705406,,,8,3,11,8,3,11,42,0.040855,0.045105,0.000001,0.072727,9,0.007566
9903465,,,21,22,43,21,22,43,24,0.106967,0.135877,0.001582,0.204413,9,0.027685
9701282,,,1,5,6,1,5,6,34,0.0593,0.068994,0.000019,0.4,5,0.000852
9608349,,,2,4,6,2,4,6,34,0.059295,0.068919,0.000019,0.4,5,0.001431
9606466,,,11,4,15,11,4,15,41,0.042567,0.04722,0.000217,0.152381,4,0.019435
9606324,,,31,39,70,31,39,70,30,0.076591,0.097017,0.016436,0.058592,7,0.100487
9607423,,,3,5,8,3,5,8,39,0.045676,0.050868,0.000069,0.089286,9,0.005116
9701285,,,9,1,10,9,1,10,37,0.050834,0.056781,0,0.255556,9,0.025224
9610408,,,26,1,27,26,1,27,36,0.053554,0.060695,0.000193,0.136752,9,0.061309
9701286,,,61,12,73,61,12,73,33,0.062577,0.074417,0.000109,0.121766,4,0.152601
9609344,,,19,9,28,19,9,28,34,0.05928,0.069533,0.000002,0.25,4,0.09124
9604339,,,24,7,31,24,7,31,43,0.039276,0.043651,0.000157,0.051613,4,0.097191
9609529,,,58,13,71,58,13,71,33,0.0626,0.074332,0.000071,0.132596,4,0.153799
9606203,,,45,4,49,45,4,49,43,0.039244,0.042998,0.000096,0.12585,4,0.154998
9610214,,,5,2,7,5,2,7,42,0.040818,0.044573,0.000013,0.166667,8,0.013274
9609515,,,8,2,10,8,2,10,35,0.056805,0.067204,0.000046,0.177778,8,0.015779
9609309,,,13,5,18,13,5,18,34,0.060216,0.073554,0.001583,0.068627,8,0.023517
9610238,,,11,8,19,11,8,19,35,0.056864,0.068146,0.000238,0.093567,8,0.019828
9512242,,,3,1,4,3,1,4,42,0.040805,0.044353,0.000006,0.166667,7,0.002881
9612266,,,1,3,4,1,3,4,33,0.062883,0.07384,0.000016,0.083333,1,0.001214
9701292,,,3,3,6,3,3,6,34,0.058743,0.066675,0.000171,0,4,0.003697
9611395,,,2,4,6,2,4,6,33,0.062351,0.071738,0.0001,0.2,4,0.001368
9610374,,,5,2,7,5,2,7,42,0.040824,0.044759,0.000006,0.095238,4,0.004155
9512335,,,7,9,16,7,9,16,41,0.042574,0.047606,0.000264,0.066667,4,0.012211
