Source,Target
9901319,9701423
9901319,9807344
9901319,9810320
9901319,9709267
9901319,9812342
9901319,9611376
9901319,9606463
9901319,9812476
9901319,9806205
9901319,9706207
9901319,9707296
9901320,9708483
9901320,9809415
9901320,9812426
9901320,9607372
9901320,9808205
9901320,9806328
9901320,9809554
9901320,9803299
9901320,9711259
9901320,9808284
9901320,9807325
9901320,9811299
9901320,9808293
9901320,9806376
9901320,9708201
9901320,9901228
9901320,9808301
9901320,9712495
9901320,9807216
9901320,9807283
9901320,9712291
9901320,9812344
9901320,9812282
9901320,9810491
9901320,9901245
9901320,9806387
9901321,9804288
9901321,9705409
9901321,9610402
9901321,9803221
9901321,9512319
9901321,9806255
9606410,9512248
9606410,9605295
6359,9908288
6359,9908433
6359,9804211
6359,9912214
6359,9907385
6359,9907547
6359,7180
9901324,9704207
9901324,9804337
9901324,9803403
9901324,9802362
9901324,9802406
9901324,9810474
9901324,9702379
9901324,9804397
9901324,9706413
9901326,9710401
9901326,9809506
9901326,9810499
9901326,9810369
9901326,9612364
9901326,9809517
9901326,9806354
9901326,9810261
9901326,9806519
9901326,9801272
9901326,9810267
9901326,9603388
9901326,9804255
9901327,9801284
9901327,9808303
9901329,9606354
9901329,9703459
9901329,9607349
9901329,9810375
9901329,9701225
9901329,9610252
9901330,9802241
9901330,9812357
9901330,9511430
9901330,9710413
9901330,9502291
9901330,9608366
9901330,9606230
9901330,9801432
9901330,9406299
9901330,9504413
9901330,9704222
9901330,9711327
9901330,9608480
9901330,9409314
9901330,9712228
9901330,9705254
9901330,9703404
9901330,9712302
9901330,9808243
9901330,9704436
9901330,9712222
9901330,9505262
9901330,9711391
9901330,9612284
9901331,9806368
9901331,9805315
9901331,9806404
9901331,9612235
9901331,9405218
9901331,9812366
9901331,9710541
9901331,9812304
9901331,9808340
9901331,9504219
9901331,9812446
9901331,9803389
9901331,9707488
9901331,9712546
9901331,9804332
9901331,9901229
9901331,9609263
9901331,9802290
9901331,9805299
9901331,9803445
9901331,9701303
9901331,9806228
9901331,9904317
9901331,9707262
9901331,9601215
9901332,9901214
9901333,9702408
9901333,9712482
9901333,9610267
9901333,9608213
9901333,9702389
9901334,9806233
9901334,9710338
9901334,9905479
9607385,9603422
9606424,9409239
9901337,9611425
9901337,9707235
9901337,9712468
9901337,9805427
9901337,9810328
9901337,9710460
9901337,9607310
9901339,9603218
9901339,9710531
9901341,9706484
9901341,9701421
9901342,9712224
9901342,9802433
9901342,9710275
9901342,9712225
9901342,9805260
9901342,9704423
9901342,9812396
9901342,9808493
9901342,9809329
9901342,9805235
9901342,9810260
9901342,9802289
9901342,9801270
9901342,9802361
9901342,9610525
9901342,9804319
9901344,9808272
9901344,9804433
9901344,9807234
9901344,9808419
9901344,9704453
9901344,9803334
9901344,9606231
9901344,9810512
9901344,9810463
9901344,9807283
9901344,9811309
9901345,9708226
9901345,9708315
9901345,9806346
9901345,9705228
9901345,9701346
9901345,9807246
9901345,9711501
9901345,9507378
9901345,9811316
9901345,9706382
9901345,9809366
9901345,9801271
9901345,9708377
9901345,9706554
9901345,9606203
9901345,9704382
9901345,9802271
202018,9905312
202018,4004
202018,11238
202018,9607366
202018,109260
202018,105003
202018,6124
202018,4173
202018,104110
202018,102013
202018,4213
202018,107320
202018,9709243
202018,109181
202018,8255
9902299,9702242
9902299,9806259
9902299,9806404
9902299,9809550
9902299,9601302
9902299,9711223
9902299,9701256
9902299,9709442
9902299,9612398
9902299,9707263
9606436,9512446
9606436,9512239
9901350,9804400
9901350,9703267
9901350,9807319
9901350,9807305
9901350,9801431
9901350,9808205
9901350,9808270
9901350,9712493
9901350,9803440
9901350,9808498
9901350,9809458
9901350,9712278
9901350,9803415
9901350,9809531
9901350,9709439
9901351,9610224
9901351,9712305
9901351,9505207
9901351,9801238
9901351,9605447
9901351,9612363
9901351,9603310
9606440,9512319
9901353,9805300
9901353,9806213
9901353,9802358
9901353,9705361
9901353,9807269
9901353,9811371
9901353,9804237
9901353,9806525
9901353,9712212
9901353,9704273
9901353,9706439
9901353,9803380
9901353,9811412
9901353,9810453
9901353,9810230
9901353,9808276
9901353,9711514
9901353,9709492
9901353,9811420
9901353,9801212
9901353,9707423
9901354,9502227
9901354,9607432
9901354,9508354
9901354,9602259
9901354,9802419
9901354,9501384
9901354,9509433
9901354,9803349
9901354,9510453
9606443,9503351
9901356,9702274
9901356,9806386
9901357,9801448
9901357,9810360
9901357,9805419
9901357,9805486
9901357,9802238
202030,9909249
202030,4227
202030,9350
202030,201224
202030,108172
202030,9808269
202030,5007
202030,201105
202030,4114
202030,9911315
202030,103062
202030,9902364
202030,101151
202030,104076
202030,107014
202030,9704231
202030,107164
202030,105159
202030,11053
202030,201309
202030,9703351
202030,9909304
202030,12345
202030,101307
202030,8010
202030,9811390
202030,109125
202030,9605319
202030,111176
202030,9712201
202030,107082
202030,9903308
202030,9705208
202030,108112
202030,108216
202030,105175
202030,9907532
202030,9905242
202030,201231
202030,201052
202030,9909469
202030,11195
202030,9911272
202030,9610481
202030,106258
202030,7025
202030,8056
202030,9808251
202031,9711360
202031,12097
202031,104037
202031,9902449
202031,102152
202031,9803284
202031,109230
202031,103311
202031,3025
202031,110003
202031,9709492
202031,12142
202031,105235
202031,9805209
202031,9902420
202031,108159
202031,103231
9901360,9512336
9901360,9604388
9901360,9505317
9901360,9601356
9901360,9612300
9901360,9707438
9901360,9809264
9901360,9803345
9901360,9807443
9901360,9803342
9901360,9806457
9901360,9809500
9901360,9701309
202034,9907234
202034,3219
202034,9912358
202034,2246
202034,201226
202034,202003
202034,201225
202034,103242
202034,201291
202034,201262
202034,107005
202034,201008
202034,112338
202034,107123
202034,201277
202034,202006
202034,201231
202034,102265
202034,201307
202034,9906525
202034,201151
9606451,9511409
9606451,9606371
9606451,9605342
9606451,9603414
9606452,9603201
9606452,9602233
9901365,9606211
9901365,9606386
9901365,9609331
9901365,9812472
9901365,9808299
9901365,9807423
9901366,9601249
9901366,9603202
9901366,9503404
9901366,9604202
9901366,9708396
9901366,9703437
9901366,9608365
9901366,9707217
9901366,9705235
9901366,9510325
9901366,9805241
9901366,9706520
9901366,9605465
9901366,9703290
9901366,9512380
9901366,9805404
9901366,9701278
9901366,9704245
9606455,9501384
9606455,9508354
9606455,9508204
9901368,9811350
9901368,9804278
9901368,9811337
9901368,9811291
9901368,9811356
9901368,9804398
9901368,9803375
9901369,9704288
9901369,9811237
9901369,9708358
9901369,9711217
9901369,9806473
9901369,9812518
9901369,9709355
9901369,9702350
9901369,9802320
9901369,9704305
9901369,9704243
9901369,9704244
9901369,9703221
9901369,9805498
9901369,9705341
9901369,9609279
9901370,9710301
9606459,9604404
9606461,9510289
9606461,9511343
9606461,9602438
9606461,9603371
9606461,9603372
9606461,9601326
9606461,9512239
9901374,9807384
9901374,9801297
9901374,9702394
9901374,9508204
9901374,9803266
202047,106025
202047,107154
202048,9906539
202048,9908357
202048,9350
202048,106247
202048,108043
202048,9909390
202048,9507344
202048,108177
202048,106258
202048,4115
202048,106264
202048,105071
202048,9910213
202048,111137
202048,111138
202048,9707398
202048,9901350
202048,111224
202048,9907499
202048,9606445
202048,105159
202048,9605301
202048,112310
202048,110393
202048,2108
202048,106302
202048,108085
202048,105155
202048,10308
202048,9706309
202048,108193
202048,112329
202048,9706315
202048,4048
202048,4049
202048,111317
202048,102234
202048,9906469
202048,112103
202048,9909355
202048,105196
202048,11375
202048,9809524
202048,4085
202048,112119
202048,9904248
202048,9809531
202048,9909501
9902304,9602208
9902304,9705442
9902304,9507363
9902304,9704325
9902304,9803306
9902304,9802379
9902304,9505262
9902304,9808463
9902304,9710521
9902304,9706339
9902304,9603326
9902304,9707321
9902304,9811481
9902304,9604351
9902304,9707326
9902304,9708223
9902304,9712222
9902304,9801397
9901378,9706417
9901378,9810402
9901378,9607284
9901378,9605349
9901378,9812358
9901378,9706265
9901378,9705324
9901378,9502378
9901378,9705292
9606468,9505267
9606468,9509293
9606469,9507329
9606469,9606324
9606469,9507460
9606469,9605221
9606469,9604233
9606469,9605259
9606469,9509329
9606469,9509204
9606469,9512341
9606469,9605220
9606469,9510363
9606469,9512380
9606470,9503464
9606471,9512259
9606471,9504334
9901384,9705216
9901384,9803266
9901384,9501384
9901384,9801418
9901384,9607245
9901384,9805389
9901384,9808280
9901384,9704212
9901384,9612374
9901384,9703319
9901384,9703448
9901384,9507418
9901384,9707291
9901384,9807453
9901384,9704415
9901384,9803312
9901384,9511397
9901384,9809446
9901384,9709354
9901384,9508204
9901384,9712496
9901384,9607432
9901384,9901235
9901384,9611253
9901384,9804281
9901384,9810426
9901385,9603290
9901385,9704414
9901385,9806391
9606474,9411294
9606474,9502341
9606474,9606275
9606474,9603326
9606474,9604313
9606474,9310313
9606474,9604234
9606474,9407293
9606474,9506253
9606474,9408366
9606474,9604351
9901387,9706486
9901387,9512248
9901387,9611258
9901387,9705311
9901387,9607324
9901387,9605295
9901388,9507371
9901388,9811460
9901388,9804421
9901388,9812360
9901388,9606411
9901388,9707282
9901388,9707541
9901388,9712537
9901388,9806490
9901388,9511323
9901388,9810309
9901388,9803299
9901388,9806376
9901388,9803305
9901388,9709483
9901388,9705391
9901388,9712392
9901388,9812403
9901388,9412278
9901388,9804367
9901388,9712495
9901388,9806272
9901388,9901254
9901388,9607372
9901388,9802445
9901388,9811407
9901388,9705208
9901388,9711444
9901388,9702229
9901388,9808205
9901388,9808367
9901388,9809368
9901388,9808207
9901388,9807327
9901388,9805281
9901388,9702372
9901388,9505385
9901388,9807466
9901388,9803244
9901388,9801327
9901388,9805429
9901388,9703465
9901388,9806328
9901388,9505275
9901388,9807484
9901389,9710401
9901389,9606211
9901389,9805373
9901389,9803297
9901389,9708456
9901389,9811369
9901389,9808299
9901389,9704347
9901389,9807501
9901389,9809517
9901389,9611248
9901389,9812337
9901389,9609331
9901389,9608276
9901389,9708393
9901389,9812472
9901389,9810457
9901389,9602299
9901389,9608251
9606478,9510289
9606478,9603221
9606478,9602438
9606478,9512251
9606478,9603212
9606478,9601326
9606478,9512239
202064,202006
202064,201291
202064,9808261
202064,106247
202064,201224
202064,201225
202064,9904395
202064,9912524
202064,106264
202064,108177
202064,106258
202064,202003
202064,103062
202064,102265
202064,201176
202064,201307
202064,9904349
202064,10079
202064,9907234
202064,9911395
202064,111269
202064,7334
202064,9808293
202064,8044
202064,201262
202064,201008
202064,3219
202064,9811252
202064,9902392
202064,106291
202064,106207
202064,9910205
202064,9907390
9606482,105093
9606482,103230
9901395,9802412
9901395,9809372
9901395,9805422
9901395,9701238
9901397,9806368
9901397,9706529
9901397,9712546
9901397,9805315
9901397,9612454
9901397,9810215
9901397,9807528
9901397,9810409
9901397,9804332
9901397,9711309
9901397,9901229
9901397,9802290
9901397,9806228
9901397,9806357
9901397,9805208
9901397,9808340
9901397,9803389
9901397,9707390
9901398,9609480
9901398,9703204
9901398,9810294
9901399,9607201
9901399,9802387
9901399,9803365
202072,10289
202072,108098
202072,202013
202072,106326
202072,9053
202072,8204
202072,9709485
202072,9804285
9901401,9809424
9901401,9607372
9901401,9812249
9901401,9507212
9901401,9711311
9901402,9704353
9901402,9707492
9901402,9802262
9901402,9608366
9901402,9605392
9901402,9808242
9901402,9609302
9901402,9410232
9901402,9712228
9901402,9602396
9901402,9511261
9901402,9606238
9901403,9807264
9901404,9806441
9901404,9712284
9901404,9610507
9901404,9602260
9901404,9610229
9901405,9709408
9901405,9703313
9901405,9806336
9901405,9802409
9901405,9711231
9901405,9710268
9901405,9812269
9901405,9711229
9901406,9806272
9901406,9812289
9901406,9806210
9901406,9805219
9901406,9808292
9901406,9803397
9901406,9811463
9901406,9811240
9901406,9807307
9901406,9802445
9901406,9704231
9901406,9709474
9901406,9801440
9901406,9811479
9901406,9809209
9901406,9807386
9901406,9812282
9901406,9801437
9901406,9812447
9607397,9605408
9607397,9607296
9607397,9507378
9607397,9604452
9607397,9511317
9607397,9605398
9607397,9601367
9607397,9607225
9607397,9606203
9607397,9602239
9901409,9710336
9901409,9808385
9901409,9502338
9901409,9706501
9901409,9806471
9901409,9802391
9901409,9710312
9901409,9811472
9901409,9607447
9901409,9612313
9901409,9612446
9901409,9711266
9901409,9806501
9901409,9812392
9901409,9804252
9901409,9711402
9901409,9511341
9901409,9711280
9901409,9811377
9901409,9703349
9901409,9704376
9901409,9805241
9901409,9512252
9901409,9507262
9901409,9701313
9901409,9801412
9901409,9506374
9901409,9808328
9901409,9705292
9901409,9805303
9901409,9603404
9901409,9601360
9901409,9812434
9901409,9806308
9901409,9805404
9901409,9901278
9901409,9710245
9901409,9810400
9901409,9706384
9901409,9803236
9901409,9808360
9901409,9512380
9901409,9604330
9901409,9707243
9901409,9701231
9901409,9901288
9901409,9804274
9901409,9602281
9901409,9809438
9901409,9710335
9901409,9707368
9901409,9809468
9901411,9808272
9901411,9811237
9901411,9802392
9901411,9712394
9901411,9706252
9901411,9609279
9711249,9610507
202086,109120
202086,9807235
202086,106245
202086,9350
202086,106247
202086,108168
202086,104076
202086,106125
202086,12333
202086,103256
202086,106258
202086,10086
202086,106286
202086,9904279
202086,103065
202086,9911459
202086,107014
202086,9906470
202086,102236
202086,102315
202086,9912492
202086,105005
202086,111150
202086,9810479
202086,9510309
202086,9812538
202086,6076
202086,2150
202086,201152
202086,7243
202086,109125
202086,110283
202086,9287
202086,3084
202086,103242
202086,9902283
202086,9907532
202086,6029
202086,108112
202086,9904210
202086,8020
202086,7254
202086,9910231
202086,201176
202086,9904219
202086,111324
202086,9802334
202086,9905381
202086,105212
202086,9909217
202086,201291
202086,112123
202086,9903460
202086,108070
202086,104294
202086,112359
202086,9809596
202086,10348
202086,9904366
202086,111215
202086,9810435
202086,7025
202086,3058
202086,108275
202086,110249
202086,2168
202086,107220
202086,9812475
202086,9807228
202086,9912317
9901415,9710529
9901415,9808434
9901416,9804404
9901416,9812429
9901418,9802289
9901418,9712252
9901418,9711261
9901419,9711392
9508204,9501384
202095,108145
202095,108147
202095,107310
202095,108166
202095,10231
202095,112104
202095,106201
202095,106042
202095,5259
202095,112060
202095,111150
9901424,9612285
9901424,9610439
202097,108005
202097,106247
202097,9907400
202097,110249
202097,9810471
202097,108177
202097,106258
202097,9910420
202097,9904279
202097,106264
202097,108191
202097,1310
202097,106207
9901426,9705288
9901426,9610276
9901426,9703238
9901426,9704342
9901426,9711277
9901427,9607394
9901427,9611451
9901427,9612261
9901427,9810374
9901427,9801353
9901427,9712234
9901427,9808275
9901427,9509410
9901427,9606383
9901427,9703442
9901427,9707497
9901427,9607383
9901427,9608329
9901427,9805349
9901427,9811386
9901427,9805275
9901427,9803277
9901427,9806429
9901427,9503358
9901427,9702431
9508212,9507363
9508212,9505245
202101,9909376
202101,5249
202101,9712515
202101,10245
202101,3081
202101,9810442
202101,102315
202101,9910542
202101,201231
202101,104086
202101,104217
202101,9802267
202101,9712542
202101,4127
202101,7073
202101,112034
202101,111003
202101,101034
202101,6049
202101,9912492
202101,111155
202101,107255
202101,9907255
202101,9906527
202101,104254
202101,3267
202101,9912390
202101,12103
202101,9902283
202101,9910481
202101,9904210
202101,110049
202101,5204
202101,108246
202101,9903448
202101,9904378
202101,112172
202101,1249
202101,201291
202101,6116
202101,111058
202101,9905390
202101,3187
202101,9907319
202101,9906296
202101,6047
202101,9807228
202101,104317
202101,3222
202101,111231
9901430,9902233
9901430,9808258
9901430,9711287
9901430,9710487
9901431,9604258
9901431,9812213
9901431,9609380
9901431,9510212
9901431,9701291
9901431,9509358
9901431,9706223
9901431,9703377
9901431,9706421
9901431,9802308
9901431,9803227
9901431,9809308
9901431,9605342
9901431,9706271
9901432,9610514
9901432,9808371
9901432,9707430
9901432,9612367
9901433,9706242
9901433,9508275
9901433,9706230
9901433,9412278
9901433,9604218
9901433,9505385
9901433,9702298
9901433,9705339
9901433,9604242
9901433,9611423
202107,111068
202107,102090
202107,104041
202107,202090
202107,106190
202107,11311
202107,9806292
202107,103125
202107,9806263
202107,9903417
202107,201148
202107,9804398
9901438,9706201
9901438,9806306
9901438,9705389
9901438,9605225
202111,108098
202111,104100
202111,9053
202111,4169
202111,9809547
202111,9803500
202111,9709485
202111,8204
202111,9809453
202111,109202
202111,202072
202111,110201
202111,9809242
202111,106204
202111,9804285
202111,9802238
202111,108127
9901442,9806369
9901442,9802324
9901442,9506437
9901442,9711485
9901442,9503464
9901442,9608393
9901442,9808426
9901442,9903354
9901442,9806356
9901442,9710223
9901443,9809217
9901443,9812483
9901443,9812486
9901443,9811337
9901443,9812397
9901443,9810320
9901443,9804398
9901443,9811350
9901443,9811353
9901443,9811291
9901443,9711516
9901443,9805282
9901443,9811428
9901443,9810535
9901443,9811356
9901443,9810410
9901443,9811501
9901443,9809582
9901443,9707434
9901443,9807344
9901443,9801329
9901443,9811378
9901443,9901299
9901443,9812489
9901443,9811448
9901443,9811323
9901443,9812221
9901444,9805505
9901444,9512370
9901444,9601308
9901444,9901332
9901445,9805488
9901445,9603202
9901445,9704260
9901445,9602324
9901445,9703290
9901445,9704445
9901445,9604335
9901446,9810473
9901446,9704394
9901446,9803371
9901447,9807472
9901447,9812456
9901447,9810454
9508233,9507274
9901450,9807264
9901450,9811221
9901451,9710426
9901451,9710380
9901451,9803445
9901451,9612237
9901453,9610400
9901453,9806213
9901453,9707273
9901453,9811371
9901453,9712212
9901453,9704273
9901453,9806354
9901453,9803380
9901453,9602260
9901453,9702409
9901453,9811412
9901453,9711514
9901453,9707423
9901453,9603420
9901453,9801212
9901453,9807269
202127,107165
202127,9702443
202127,4004
202127,9607366
202127,6001
202127,103305
202127,105003
202127,12140
202127,4173
202127,9607214
202127,110365
202127,9701233
202127,9911427
202127,4213
202127,9812375
202127,102013
202127,8255
202129,4256
202129,109217
202129,7202
202129,9904422
202129,109125
202129,10086
202129,9603431
202129,9906312
202129,9704205
202129,9810479
202129,9605296
202129,1267
202129,9712532
202129,9908309
202129,9808410
202129,9907518
202129,9510309
202136,106166
202136,108102
202136,9812489
202136,102090
202136,106190
202136,9806292
202136,103125
202136,110102
202136,104041
202136,107039
202136,9903417
202136,202090
202136,202107
202136,201148
202136,9810410
202136,106021
9508249,9504250
9508250,9407344
9902319,9805280
9902319,9806491
9902319,9808438
9902319,9901439
9508253,9505347
9508253,9507261
9508254,9312278
202143,106258
202143,106247
202143,106264
202143,201231
202143,201262
202143,106207
202145,202048
202145,108193
202145,9809524
202145,9507344
202145,105159
202145,112329
202145,105196
202145,111150
9508258,9506467
202147,12067
202147,106054
202147,106247
202147,110249
202147,9910231
202147,106264
202147,201231
202147,108177
202147,106258
202147,9806292
202147,2102
202147,9904279
202147,9811448
202147,9910420
202147,9809467
202147,110366
202147,11263
9508260,9507363
9508260,9503213
9508260,9502341
202149,11248
202149,2147
202149,4115
202149,9350
202149,9807305
202149,9907499
202152,10308
202152,111030
202152,103062
202152,9812360
202152,201231
202152,202058
202152,201291
202152,202122
202152,112302
202152,107277
202155,2224
202155,2178
202155,11275
202155,9905221
202155,2183
202155,104074
202155,12043
202155,103308
202155,101165
202155,9911406
202155,9232
202155,6097
202155,112082
202155,110035
202155,110242
202155,9909255
202155,6041
202155,106077
202155,9907447
202158,10240
202158,112160
202158,111254
202158,12134
202158,106247
202158,110089
202158,106207
202158,9356
202158,112125
202158,111150
202158,9907423
9508272,9507329
9508272,9507262
9508272,9505238
9508272,9505289
9508274,9405218
9508275,9505385
9508279,9411430
9902324,9711427
9902324,9802290
9902324,9707390
9902324,9810215
9902324,9804332
9902324,9711309
9902324,9812366
9902324,9901229
9902324,9702418
9902324,9901331
9902324,9808340
9902324,9810286
9902324,9806482
9902324,9805208
9902324,9712345
9902324,9806394
9902324,9710516
9902324,9812318
202174,12001
202174,9903282
202174,112129
202174,111144
202174,105147
202174,6311
9607413,9606435
9607413,9510455
9803202,9607256
9803202,9703328
9803202,9604267
9803202,9510415
9809483,9704207
9809483,9808449
9809483,9803298
9809483,9707515
9809483,9805380
9809483,9611433
9809483,9712203
9809483,9809277
9809483,9707347
9809483,9806390
9809483,9801305
9809483,9711227
9809483,9807229
9809483,9710270
9809483,9509311
9508293,9505347
9508293,9501222
9508293,9505207
9508293,9507359
9508293,9507261
9508293,9503358
9508293,9508253
9508296,9504393
9803210,9610544
9803210,9606370
9803210,9606211
9803210,9606325
9803210,9706438
9803210,9801416
9803210,9706476
9803210,9711307
9803210,9707244
9803210,9801410
9803210,9706478
9607415,9606384
9607415,9603233
9607415,9509410
9607415,9604387
9607415,9507378
9607415,9607397
9607415,9507366
9607415,9604339
9607415,9508296
9607415,9508365
9607415,9604445
9803212,9712537
9803212,9706281
9803212,9703351
202189,9808419
202189,9908450
202189,9812499
202189,109156
202189,104035
202189,110041
202189,9902385
202189,104116
202189,102255
202189,9704253
202189,201231
9803214,9702314
9803214,9706487
9803215,9704272
9803215,9605353
9803215,9611227
9803215,9712221
9803215,9702409
9508304,9407344
9508304,9506398
9803218,9604417
9803218,9606212
9803218,9507366
9803218,9607465
9803218,9707435
9803218,9707436
9803218,9601357
9803218,9602414
9803218,9611325
9803218,9709395
9803218,9602260
9803218,9801365
9803218,9803476
9803218,9606237
9803218,9712245
9803219,9709297
9803219,9607394
9803219,9703412
9803219,9612229
9803219,9703206
9803219,9604232
9803219,9606233
9803219,9701322
9803219,9712319
9803219,9702381
9803219,9703391
202196,9607394
202196,9604387
202196,9801446
202196,9903417
202196,4200
202196,9912265
202196,9703259
202196,9911323
202196,9911293
202196,2286
9803221,9705409
9803221,9610402
9803221,9712483
9803221,9703406
9803221,9512319
9803222,9611362
9803222,9505347
9803222,9706383
9508311,9406255
9803224,9606354
9803224,9508250
9803224,9709325
9803226,9702376
9803226,9708257
9803226,9802418
9803226,9702403
9803227,9711248
9803227,9604418
9803227,9603314
9803227,9605342
9803227,9609341
9803228,9605408
9803228,9702307
9803228,9604452
9803228,9602310
9803228,9510219
9803228,9507378
9803228,9612464
9803228,9703250
9803228,9611443
9803228,9610358
9803228,9601367
9803228,9609444
9803229,9701289
9803229,9712410
9803229,9610261
9803229,9607254
202206,12289
202206,111013
202206,107307
202206,103342
202206,9807344
202206,9912498
202206,10195
202206,9804398
202206,103103
202206,105177
202206,9912408
202206,9903417
202206,110126
202206,9704253
202206,9905221
9508320,9507238
9508321,9505245
202210,9812256
202210,9704231
202210,7176
202210,201290
202210,9907559
202210,201231
202210,9808272
202210,9904310
202210,106247
202210,9905242
202210,9605319
202210,9710460
202210,9910205
202210,9906366
202211,9908305
202211,1122
202211,9709492
202211,9607446
202211,9506359
202211,9804409
202211,104186
202211,9906508
202211,2194
202211,8058
9803236,9511233
9803236,9708396
9803237,9601280
9803237,9710508
9803237,9710309
9803237,9610214
9803237,9611239
9803237,9710345
9803237,9711434
9803237,9710379
9803237,9703308
9803237,9710266
9803237,9711440
9803237,9712273
9803237,9706229
9803237,9701289
9803237,9710501
9803237,9711418
9803237,9609309
9803237,9610238
9803237,9710367
202214,9908450
202214,110310
202214,9605319
202214,9807452
202214,108202
202214,9710460
202214,9812538
9803239,9704430
9803241,9602208
9803241,9708353
9803241,9606275
9803241,9502341
9803241,9801257
9803241,9606474
9803241,9608343
9803241,9601359
9803241,9604351
9803241,9705234
9803241,9507363
9803241,9801268
9803241,9603326
9803241,9708439
9803241,9604313
9803241,9708283
9803241,9705258
9803241,9706206
9803241,9801375
9803242,9604416
9803242,9609427
9803242,9706487
9803242,9803242
9803242,9703403
9803242,9702314
9803244,9712493
9508334,9412311
9508335,9508272
9508335,9407344
9508335,9507248
9508335,9505397
9508335,9506374
9803248,9607392
9803248,9606324
9803248,9711509
9803248,9608430
9508338,9506217
9508338,9505207
9508339,9506217
9508339,9506353
9508339,9507461
9508339,9501222
9508339,9505207
9508340,9501384
9508340,9502227
9508340,9406311
9803254,9512336
9803254,9411384
9803254,9504219
9803254,9507253
9803254,9505391
9803254,9504248
9803254,9704298
9803254,9411211
9803254,9706365
9803254,9506317
9803255,9603208
9803255,9711208
9803255,9707235
9803255,9707419
9803255,9607310
9803256,9706369
9803256,9705286
9803256,9705446
9803256,9702408
9803256,9703280
9803256,9701361
9803256,9611218
9803256,9707223
9803256,9610267
9803256,9708349
9803256,9706270
9803256,9606399
9803257,9705442
9803257,9703387
9803257,9603205
9803257,9707430
9803257,9603368
9803257,9505225
9803257,9602250
9803257,9511342
9803257,9602415
9803257,9603423
9803257,9609331
9803257,9505326
9803257,9708310
9803257,9705337
9803257,9711385
9803257,9602234
9803257,9605339
9803257,9607388
9803257,9608318
9803257,9611397
9508346,9505326
9803259,9709318
9803259,9609480
9803259,9606281
9803259,9601367
9803259,9603212
9803259,9707278
9803259,9606211
9803259,9703317
9803259,9605398
9803259,9603353
9803259,9608224
9803259,9707462
9803259,9607463
9803259,9703211
9803259,9709356
9803259,9505326
9803259,9507378
9803259,9606323
9803259,9709364
9803259,9707401
9803259,9707451
9803259,9702333
9803259,9602239
9803259,9605440
9803259,9712322
9803259,9706307
9803259,9710277
9803259,9706438
9803259,9801416
9803259,9705417
9803259,9510219
9803259,9607394
9803259,9802446
9803259,9712464
9803259,9703246
9803259,9607383
9803259,9612389
9803259,9606370
9803259,9612261
9803259,9801271
9803259,9707242
9803259,9707244
9803259,9706478
9803259,9610479
9803259,9610252
9803259,9702359
9803259,9801235
9803259,9607414
9803259,9710441
9803259,9608441
9803259,9709397
9803261,9710565
9803261,9801431
9803261,9510312
9803261,9709483
9803261,9702429
9803261,9712493
9803261,9612245
9803262,9704244
9803262,9705341
9803262,9702350
9508351,9405218
9508351,9410356
9508351,9406407
9508351,9410330
9508351,9612284
9508351,9901214
9803265,9704244
9803265,9702350
9803265,9707435
9803265,9608415
9803265,9705341
9803265,9803262
9803265,9704221
9803266,9705216
9803266,9610275
9803266,9711365
9803266,9801297
9803266,9607432
9803266,9709354
9803266,9508204
9803266,9607245
9803266,9709453
9803266,9501384
9803266,9609459
9803266,9611253
9803266,9704377
9803266,9507418
9803266,9704415
9803266,9606277
9508356,9507202
9803269,9612480
9803269,9702209
9803269,9711362
9803269,9709507
9803269,9611364
9803269,9605349
9803269,9612262
9803269,9802401
9803269,9603340
9803269,9502378
9803269,9704268
9803269,9509358
9803269,9706417
9803269,9606354
9803269,9507284
9803269,9601369
9803269,9610297
9803269,9510378
9803269,9506398
9508358,9501232
9508358,9406255
9508358,9504219
9508358,9506452
9508358,9506421
9508358,9504248
9508358,9310313
9508358,9411211
9508358,9407293
9508358,9506317
9508358,9505391
9803271,9707281
9803271,9801437
9803271,9801411
9803271,9508365
9803271,9506471
9803272,9704385
9803272,9802391
9803272,9609279
9803272,9708382
9803272,9706337
9803273,9803275
9803273,9512380
9803274,9610355
9803274,9701301
9803274,9704247
9803275,9803273
9803276,9704357
9803277,9612363
9803277,9609331
9803277,9611254
9803277,9710438
9803277,9612229
9803278,9707312
9803278,9712368
9803278,9702325
9803278,9712551
9803278,9705450
9803278,9707451
9803278,9704229
9803279,9606370
9803279,9801331
9803279,9604339
9803280,9709496
9803280,9705249
9803280,9709476
9803280,9702252
9803280,9702263
9803281,9703201
202258,202209
202258,7269
202258,12097
202258,112360
202258,9804409
202258,2194
202258,9804398
202258,202031
202258,3312
202258,9902449
202258,12306
202258,9902420
202258,7350
202258,8087
202258,9805209
202258,108225
202258,9903417
202258,9905204
9803283,9711442
9803283,9802290
9803283,9711236
9803283,9704342
9803283,9705288
9803283,9711277
9803283,9711486
9803284,9712429
9803286,9802290
9803286,9802316
9803288,9709363
9803288,9802386
9803288,9710379
9803288,9801300
9803288,9606254
9803290,9801376
9803290,9608224
9803290,9606211
9803290,9712389
9803290,9706235
9803290,9705417
9803290,9612426
9803290,9706540
9803290,9802446
9803290,9507378
9803290,9706275
9803290,9709364
9803290,9703246
9803290,9607397
9803290,9801271
9803290,9607225
9803290,9709306
