Id,Label,timeset,modularity_class,componentnumber,strongcompnum,clustering
9604290,,,0,0,5261,0.208333
9604352,,,0,0,3202,0.216374
9607233,,,0,0,7779,0.098348
9607272,,,0,0,3203,0.214286
9406287,,,11,0,3154,0.103914
9606344,,,11,0,5249,0.072034
9701375,,,0,0,7779,0.098925
9809229,,,11,0,7779,0.290476
9706227,,,0,0,7779,0.12987
9601262,,,13,0,7779,0.113191
9607294,,,13,0,7779,0.166667
9602255,,,9,0,7779,0.048792
9306321,,,41,0,120,0.111111
9304310,,,41,0,120,0.291667
106158,,,9,0,9025,0.125
5004,,,3,0,7779,0.139474
5052,,,9,0,9023,0.416667
103326,,,9,0,9024,0.2
9709470,,,9,0,7779,0.266667
9710352,,,0,0,7779,0.083333
9906457,,,0,0,9022,0.154545
9905479,,,9,0,7779,0.095238
9309232,,,3,0,2290,0.1625
9408396,,,3,0,2424,0.238095
9410372,,,3,0,2344,0.051724
9611311,,,3,0,7231,0.205128
9902458,,,3,0,7779,0.30303
9206248,,,11,0,4487,0.416667
9404277,,,2,0,2074,0.060354
9504334,,,0,0,7779,0.047268
9609258,,,0,0,7779,0.066667
9610351,,,9,0,7779,0.178571
9610426,,,9,0,7779,0.153846
9612326,,,11,0,1652,0.118487
9204236,,,1,0,2335,0.035088
9302238,,,3,0,2337,0.030303
9302239,,,3,0,2325,0.044397
9307356,,,7,0,2346,0.121377
9401281,,,3,0,2342,0.097222
9402287,,,3,0,2440,0.166667
9403262,,,11,0,2439,0.1
9410271,,,7,0,2438,0.166667
9410274,,,2,0,2316,0.022727
9501245,,,3,0,2338,0.261905
9503467,,,3,0,2437,0.064327
9506282,,,3,0,2336,0.180952
9509324,,,3,0,2435,0.121377
9510258,,,3,0,2436,0.109524
9510326,,,0,0,2434,0.076923
9512384,,,3,0,2343,0.093333
9601361,,,3,0,2419,0.147436
9601373,,,3,0,7779,0.15
9602314,,,3,0,2431,0.066667
9606355,,,3,0,2425,0.153846
9608373,,,3,0,7779,0.126812
9607244,,,0,0,7779,0.078947
9702293,,,0,0,7779,0.159091
9706423,,,0,0,7779,0.079167
9302211,,,0,0,1063,0.089744
9411246,,,0,0,2516,0.222222
9706231,,,11,0,7779,0.216667
9509432,,,11,0,7779,0.103723
9510437,,,11,0,7779,0.195238
9606392,,,11,0,7779,0.135417
9703389,,,11,0,7779,0.090805
9704351,,,11,0,7779,0.07218
9411331,,,11,0,1195,0.166667
9501240,,,11,0,1196,0.070768
9511258,,,11,0,7779,0.081522
9609215,,,4,0,7779,0.186508
9610212,,,4,0,7779,0.178063
9205213,,,11,0,342,0.052439
9401305,,,0,0,3907,0.19697
9406373,,,4,0,5238,0.113158
9406399,,,0,0,5237,0.196429
9512203,,,4,0,7779,0.135385
9603359,,,11,0,7779,0.1
9604431,,,0,0,7779,0.072727
9609247,,,9,0,7779,0.092105
9609265,,,9,0,7779,0.07672
9611417,,,3,0,5236,0
9205236,,,11,0,4812,0
9212292,,,11,0,4811,0
9407343,,,11,0,356,0.084656
9502352,,,0,0,7779,0.145299
9504217,,,0,0,7779,0.167417
9505408,,,11,0,7779,0.277778
9506462,,,11,0,357,0.233333
9510207,,,11,0,7779,0.115385
9510343,,,11,0,7779,0.291667
9510366,,,0,0,7779,0.095238
9512269,,,11,0,7779,0.15368
9612284,,,4,0,7779,0.028912
9612287,,,4,0,358,0.033428
9701305,,,11,0,7779,0.104598
9407287,,,2,0,355,0.027806
9411312,,,4,0,820,0.084416
9412295,,,0,0,7779,0.085145
9308369,,,0,0,799,0.081871
9412236,,,11,0,337,0.111111
9602245,,,11,0,7779,0.078598
9808425,,,19,0,7779,0.263077
9705239,,,19,0,9026,0.144444
9208236,,,19,0,3632,0.116809
9505333,,,19,0,5070,0.102941
9512387,,,0,0,3041,0.043956
9612322,,,19,0,7779,0.173913
9701261,,,19,0,5141,0.143939
9703249,,,19,0,3634,0.121053
9508369,,,19,0,5071,0.333333
9206214,,,1,0,162,0.118487
9208202,,,1,0,160,0.033333
9208227,,,1,0,158,0.245455
9209258,,,1,0,156,0.152778
9609527,,,1,0,4597,0.225071
9309257,,,1,0,2415,0.090018
9602268,,,1,0,4081,0.4
9603356,,,1,0,4079,0.4
9405396,,,1,0,4088,0.081746
9407249,,,1,0,4090,0.088506
9410415,,,1,0,4089,0.144737
9303269,,,1,0,2597,0.133333
9505220,,,1,0,2594,0.211538
9407381,,,8,0,2890,0.160819
202150,,,20,0,9027,0.4
102090,,,20,0,7779,0.1107
103151,,,20,0,7779,0.288538
7265,,,20,0,7779,0.073529
9810290,,,13,0,7779,0.082418
9812407,,,13,0,7779,0.127273
103058,,,20,0,7779,0.128986
209372,,,4,0,9030,0
106027,,,4,0,7941,0.167677
203121,,,4,0,7779,0.075723
204292,,,4,0,9029,0.111111
9302,,,4,0,7779,0.163636
101311,,,4,0,7779,0.131868
106314,,,4,0,7465,0.035714
202007,,,4,0,9028,0.138095
3178,,,4,0,7779,0.206452
7336,,,4,0,7779,0.212308
8308,,,4,0,7779,0.151515
10253,,,4,0,7779,0.099154
105053,,,4,0,7779,0.123044
105288,,,20,0,7779,0.113876
107271,,,4,0,7779,0.097585
110020,,,4,0,7779,0.164662
111256,,,20,0,7779,0.235178
112045,,,4,0,7779,0.087438
112109,,,4,0,7779,0.166667
201201,,,4,0,7779,0.134199
9708421,,,4,0,7779,0.133333
9901432,,,4,0,7779,0.173789
9909502,,,4,0,7779,0.269231
2134,,,4,0,7779,0.113527
12260,,,4,0,7779,0.055051
102117,,,4,0,7779,0.189153
105097,,,4,0,7941,0.158621
105349,,,4,0,7779,0.060784
9807565,,,4,0,7779,0.027212
9903211,,,4,0,7779,0.113087
6223,,,4,0,7779,0.052612
9610421,,,4,0,5398,0.111111
9610495,,,4,0,7779,0.078462
9612333,,,4,0,7779,0.047727
7280,,,41,0,7779,0.106497
104015,,,7,0,7806,0.198718
104184,,,41,0,7779,0.125356
9203219,,,7,0,946,0.02381
9903337,,,4,0,7779,0.061807
9905228,,,7,0,7779,0.128571
9905486,,,41,0,7779,0.132692
103041,,,0,0,9046,0.116135
12113,,,0,0,7779,0.089744
12116,,,0,0,9045,0.114583
9612387,,,0,0,7779,0.203463
9704385,,,0,0,7779,0.115079
9705345,,,0,0,7779,0.119433
9706253,,,0,0,7779,0.110366
9708382,,,0,0,7779,0.118619
9709244,,,0,0,7779,0.059801
9709330,,,0,0,7779,0.160215
9809437,,,0,0,7779,0.098551
9905300,,,0,0,7779,0.066848
9706337,,,0,0,7779,0.051724
9711266,,,0,0,7779,0.072536
9610333,,,0,0,7779,0.158824
9406393,,,0,0,1960,0.033333
9705309,,,13,0,7779,0.089962
9712464,,,13,0,7779,0.035871
9712245,,,41,0,7779,0.111259
9612421,,,0,0,7779,0.092243
9701300,,,0,0,7779,0.072206
9801269,,,0,0,7779,0.038253
9912308,,,0,0,7779,0.266082
9704404,,,7,0,4579,0.033333
9705358,,,0,0,7779,0.15368
9707242,,,13,0,7779,0.12632
9708220,,,0,0,7779,0.089901
9803401,,,0,0,7779,0.047888
9807377,,,0,0,7779,0.072927
9811251,,,0,0,7779,0.153409
9902242,,,13,0,7779,0.252747
9507267,,,0,0,2470,0.075075
9706310,,,0,0,7779,0.162366
9710354,,,0,0,7779,0.105738
9712498,,,0,0,7779,0.166667
9801201,,,0,0,7779,0.057449
9803460,,,0,0,7779,0.110087
9806206,,,0,0,7779,0.085057
9810366,,,0,0,7779,0.105105
9812372,,,0,0,7779,0
9902382,,,0,0,7779,0.128676
9905338,,,0,0,7779,0.114709
2264,,,19,0,7779,0.136243
9706315,,,19,0,7779,0.056845
9707395,,,19,0,7779,0.130666
9710545,,,19,0,7779,0.2
9711307,,,13,0,7779,0.073718
9712213,,,19,0,7779,0.251323
9712535,,,19,0,7779,0.154209
9801391,,,19,0,7779,0.172619
9808412,,,19,0,7779,0.090648
9812463,,,19,0,7779,0.118449
9903474,,,19,0,7779,0.121554
9906224,,,41,0,7779,0.054275
9906343,,,19,0,7779,0.114794
9908286,,,19,0,7779,0.126016
9909429,,,19,0,7779,0.094007
9910320,,,19,0,7779,0.113333
9911317,,,19,0,7779,0.103347
9603318,,,0,0,3172,0.098333
9809377,,,0,0,7779,0.170732
9210218,,,13,0,1489,0.077525
6054,,,0,0,9044,0.195385
8321,,,4,0,7779,0.09058
9001,,,4,0,7779,0.070875
10106,,,0,0,9043,0.04848
9408235,,,0,0,4005,0.1
9502329,,,0,0,1126,0.07987
9509361,,,0,0,4006,0.17619
9603417,,,0,0,7779,0.136538
9801279,,,0,0,7779,0.174925
9901252,,,0,0,7779,0.171958
9712428,,,13,0,7779,0.091503
9805314,,,13,0,7779,0.222222
9612425,,,2,0,7779,0.115385
9311349,,,0,0,1633,0.138889
9410228,,,0,0,2312,0.136029
9605226,,,0,0,4609,0.194444
9403261,,,0,0,2310,0.090909
9410327,,,2,0,2309,0.052381
9403243,,,7,0,4141,0.033974
9503437,,,2,0,7779,0.045045
9507337,,,0,0,3948,0.071429
9402280,,,0,0,2311,0.25
9308226,,,0,0,1632,0.040998
9208209,,,4,0,4608,0.138889
9212212,,,7,0,1643,0.041545
9407227,,,7,0,2087,0.174242
9802256,,,12,0,7779,0.3
9208206,,,12,0,665,0.060504
9506387,,,12,0,4350,0.076923
9412312,,,12,0,7779,0.063636
9505330,,,9,0,4347,0.055556
9511271,,,9,0,4345,0.2
9303272,,,2,0,3307,0.066667
9312300,,,2,0,3788,0.089286
9512233,,,9,0,4916,0
9603257,,,9,0,4361,0.035714
9502380,,,13,0,9049,0.196429
9304278,,,13,0,9048,0
9411290,,,13,0,2648,0.102381
9502379,,,13,0,9047,0.083333
9307231,,,19,0,2647,0.1
9403217,,,19,0,2646,0.178571
9303215,,,4,0,2013,0.03836
107095,,,20,0,7779,0.06044
8204,,,20,0,7779,0.130631
11156,,,20,0,7779,0.166667
105348,,,20,0,7779,0.180147
106123,,,20,0,7779,0.234848
9603392,,,19,0,6636,0.089286
9902354,,,20,0,7779,0.092888
9903459,,,20,0,7779,0.121921
3297,,,2,0,7779,0.088745
5256,,,20,0,7779,0.109244
6158,,,7,0,7363,0.017857
6328,,,20,0,7779,0.119883
9803500,,,20,0,7779,0.166667
9806469,,,20,0,7358,0.25
9912326,,,20,0,7315,0.211538
7178,,,20,0,7779,0.235
11138,,,20,0,7779,0.108974
9707328,,,41,0,7779,0.099567
9701264,,,13,0,7779,0.085897
9707239,,,13,0,7779,0.20108
9709431,,,13,0,7779,0.147619
9709511,,,13,0,7779,0.286629
4232,,,7,0,7723,0.104575
9709289,,,1,0,7779,0.106154
9710415,,,1,0,7779,0.15873
9805288,,,20,0,7779,0.075099
9809410,,,20,0,7779,0.212121
9811371,,,1,0,7779,0.242857
9702319,,,1,0,5838,0.188333
9803438,,,1,0,7779,0.166667
7158,,,20,0,7779,0.189723
9809242,,,20,0,7779,0.098039
9909286,,,20,0,7779,0.102564
203171,,,0,0,9050,0.166667
9408331,,,0,0,1963,0.070513
9409428,,,0,0,1962,0.107843
9712386,,,0,0,7779,0.141667
9811208,,,0,0,7779,0.117647
9404211,,,0,0,1197,0.245455
9406206,,,0,0,1203,0.192308
9409427,,,0,0,7779,0.220588
9501402,,,0,0,7779,0.128676
9503234,,,0,0,7779,0.055749
9510270,,,0,0,7779,0.071895
8089,,,2,0,9051,0.123333
7341,,,2,0,8686,0.085227
9210239,,,2,0,3234,0.097222
9508243,,,2,0,5911,0.127273
9609498,,,2,0,7779,0.133987
9702367,,,2,0,7779,0.025404
9707500,,,2,0,7779,0.168168
9804288,,,2,0,7779,0.033835
9804436,,,2,0,7779,0.124898
9809243,,,2,0,7779,0.185714
9909541,,,2,0,7779,0.09993
9910464,,,2,0,7779,0.162366
9912370,,,2,0,7779,0.080128
9604295,,,2,0,4603,0.166667
9604441,,,2,0,7779,0.032126
9608434,,,2,0,7779,0.083025
9707515,,,2,0,7779,0.081176
9709436,,,2,0,7779,0.132246
9710270,,,2,0,7779,0.089339
9712447,,,2,0,7779,0.230994
9507218,,,2,0,2188,0.078629
9212225,,,2,0,2428,0.055556
9305306,,,2,0,348,0.029208
9305322,,,2,0,2225,0.107143
9406212,,,2,0,2230,0.044173
9408292,,,2,0,3833,0.1
9508398,,,2,0,3845,0.045455
9602229,,,2,0,5301,0.066667
9306289,,,2,0,345,0.036197
9308322,,,2,0,2076,0.036364
9806255,,,2,0,7779,0.069214
9807369,,,4,0,7779,0.078236
9410239,,,12,0,4996,0
9503221,,,2,0,5917,0.090909
9702263,,,2,0,7779,0.090841
9710374,,,2,0,7779,0.102521
9807211,,,7,0,7235,0.210526
9312279,,,2,0,2232,0.070825
9609226,,,2,0,7779,0.103949
9301229,,,2,0,2053,0.106098
9405303,,,2,0,5609,0.052381
9509237,,,2,0,3693,0.038328
9602213,,,2,0,5607,0.047692
9506442,,,4,0,975,0.083333
9512406,,,2,0,2293,0.018318
9706229,,,2,0,7779,0.101587
9805509,,,2,0,7779,0.146739
9809398,,,2,0,7232,0.137363
9809443,,,2,0,7779,0.078489
9809487,,,2,0,7779,0.143939
9909432,,,2,0,7779,0.142529
9303266,,,7,0,6021,0
9306299,,,2,0,2314,0.142857
9306302,,,2,0,3235,0.1
9402277,,,2,0,3967,0.12381
9402286,,,2,0,3966,0.056452
9403251,,,2,0,3780,0.055556
9405323,,,2,0,3868,0.144444
9407374,,,2,0,3874,0.038012
9408336,,,7,0,6017,0.121324
9409289,,,2,0,3841,0.127273
9504407,,,7,0,3854,0.030583
9508244,,,12,0,6020,0.166667
9508246,,,2,0,6019,0.044872
9511299,,,2,0,6015,0
9512305,,,2,0,6014,0.25
9603405,,,2,0,6013,0.166667
9604210,,,2,0,7779,0.103831
9604230,,,2,0,4290,0.153846
9606389,,,2,0,6012,0.119048
9607252,,,2,0,6011,0.215686
9608461,,,2,0,7779,0.166667
9610303,,,2,0,5918,0.133333
9701248,,,2,0,7779,0.085366
1053,,,2,0,8685,0.208333
3324,,,2,0,8266,0.153846
9907317,,,7,0,7779,0.083193
9912371,,,7,0,8684,0.163636
9312260,,,9,0,1475,0
9605271,,,7,0,4601,0.090476
9711368,,,2,0,7779,0.051261
9805309,,,2,0,7779,0.136364
9806491,,,9,0,7779,0.057143
9806510,,,2,0,7779,0.088319
9812266,,,2,0,7779,0.064039
9411267,,,2,0,2218,0.086508
9504277,,,2,0,2214,0.070513
9506280,,,2,0,2212,0.103529
9507403,,,2,0,2195,0.168966
9501213,,,2,0,2241,0.035438
9706502,,,2,0,7779,0.071429
9707352,,,2,0,7779,0.228947
9407347,,,2,0,3312,0.039508
9703373,,,2,0,7779,0.083333
9905294,,,2,0,7779,0.152381
9908425,,,2,0,7779,0.141176
9909489,,,2,0,7779,0.160962
112328,,,11,0,9055,0.25
1295,,,11,0,7779,0.14086
7251,,,11,0,7779,0.248077
101305,,,11,0,7779,0.15487
102257,,,11,0,7779,0.196809
104259,,,11,0,7779,0.213492
108084,,,11,0,7779,0.179245
109122,,,11,0,7779,0.220168
110032,,,13,0,7779,0.116352
110277,,,11,0,9054,0.259058
9310236,,,11,0,1653,0.062886
9403400,,,11,0,1988,0.086694
9910238,,,11,0,7779,0.150029
9910424,,,11,0,7779,0.156522
4087,,,11,0,7779,0.239583
9911434,,,11,0,7779,0.083797
9911490,,,11,0,7779,0.100514
9502390,,,7,0,756,0.166667
103182,,,13,0,7779,0.168947
106352,,,13,0,7779,0.114124
107097,,,13,0,7779,0.152174
9802373,,,11,0,7779,0.17029
9803337,,,11,0,7779,0.140476
101236,,,11,0,9052,0.215385
105008,,,11,0,7779,0.109438
107209,,,11,0,9053,0.359649
9907240,,,11,0,7779,0.094551
2075,,,11,0,7779,0.140534
5020,,,11,0,7779,0.100181
9810496,,,11,0,7779,0.192308
9904278,,,11,0,7779,0.143685
9406329,,,11,0,1367,0.047368
9707525,,,11,0,7779,0.109091
9805216,,,11,0,7779,0.105413
9504273,,,11,0,3223,0.095766
9605424,,,11,0,5239,0.245455
9708223,,,11,0,7779,0.118777
9808463,,,11,0,7779,0.162519
9910209,,,11,0,7779,0.107859
9904479,,,11,0,7779,0.107895
3032,,,11,0,7779,0.20505
3107,,,11,0,7779,0.184382
4018,,,11,0,7779,0.187747
6096,,,11,0,7779,0.186585
7197,,,11,0,7779,0.195652
11254,,,11,0,7779,0.157971
9912226,,,11,0,7779,0.221188
9902276,,,11,0,7779,0.115385
10334,,,11,0,7779,0.147287
2250,,,11,0,7779,0.152341
5066,,,11,0,7779,0.121622
9145,,,11,0,7779,0.128581
9904330,,,11,0,7779,0.077133
9801330,,,11,0,7779,0.081313
9809485,,,4,0,7779,0.065217
9905387,,,11,0,7779,0.094357
9906324,,,11,0,7779,0.052956
9911461,,,11,0,7779,0.257353
9505442,,,11,0,4687,0.166667
9708448,,,11,0,7779,0.097849
9710451,,,13,0,7779,0.068033
9609419,,,4,0,7779,0.090498
9610313,,,4,0,7779,0.117172
9611232,,,13,0,7779,0.147059
9602378,,,4,0,7779,0.105747
9603206,,,4,0,4303,0.099608
9605340,,,4,0,7779,0.10468
9501292,,,4,0,1934,0.063406
9505412,,,20,0,5395,0
9606385,,,4,0,7779,0.120833
9609202,,,11,0,7779,0.095365
9406253,,,13,0,1478,0.125
9407285,,,13,0,1473,0.1
9810303,,,4,0,7779,0.232143
9210266,,,4,0,497,0.069444
5067,,,12,0,9058,0.051282
9710529,,,12,0,7779,0.03784
9712352,,,12,0,7416,0.072727
9808298,,,3,0,7779,0.045455
9808434,,,12,0,7779,0.055336
9809456,,,12,0,9057,0.081818
9810281,,,12,0,7779,0.017409
9904501,,,12,0,7779,0.090909
9906398,,,12,0,7494,0
9404237,,,7,0,5017,0.056878
9310345,,,12,0,4976,0.5
9711324,,,12,0,4967,0.145455
9711346,,,12,0,4975,0.090476
9711349,,,12,0,4120,0.089231
9711350,,,12,0,4974,0.5
9711351,,,12,0,4119,0.076923
9409308,,,3,0,5634,0
9412362,,,7,0,663,0.1
9602286,,,7,0,5633,0.031339
9608304,,,7,0,5632,0.083333
9708248,,,12,0,4970,0.081818
9710310,,,12,0,4969,0.212121
9710340,,,12,0,7779,0.125
9711285,,,12,0,7417,0.033333
9807346,,,12,0,7779,0.125
9808394,,,12,0,7779,0.166667
9207204,,,12,0,4121,0.048942
9303247,,,12,0,5042,0.063636
9407274,,,2,0,2988,0.035385
9410309,,,1,0,6441,0.173077
9503347,,,12,0,6474,0.25
9610432,,,12,0,5041,0.166667
9612325,,,12,0,4927,0.219697
9702274,,,12,0,7779,0.032729
9706256,,,12,0,6475,0
9706525,,,12,0,7779,0.057143
9708280,,,12,0,4960,0.041667
9709487,,,12,0,7779,0.127273
9711344,,,12,0,4122,0.159091
9602358,,,3,0,7470,0.133333
9607263,,,3,0,6494,0.19697
9701355,,,3,0,6496,0.083333
9807303,,,12,0,7779,0.107143
9809385,,,12,0,9056,0.166667
9701275,,,12,0,7779,0.109091
9511361,,,1,0,4372,0.12253
9608405,,,1,0,5329,0.125
9608374,,,1,0,5327,0.142857
9612356,,,7,0,9059,0.090909
9412381,,,7,0,7779,0.082512
9506355,,,7,0,7779,0.057143
9509258,,,7,0,7779,0.12069
9607258,,,3,0,6180,0
9609448,,,2,0,7779,0.048397
9406255,,,7,0,7779,0.045455
9301216,,,7,0,2178,0.083333
9306253,,,7,0,1342,0.083744
9407206,,,7,0,5569,0.143382
9407332,,,7,0,2177,0.051282
9303237,,,7,0,3318,0.065934
9304259,,,7,0,849,0.125
9305346,,,4,0,3317,0.047619
9401312,,,7,0,3709,0.051341
9407372,,,7,0,2165,0.046679
103111,,,0,0,9061,0.1
5128,,,0,0,9060,0.5
9812404,,,0,0,7552,0.064103
9707503,,,0,0,7551,0.333333
105324,,,2,0,7779,0.183983
5108,,,2,0,7779,0.12378
7036,,,2,0,7779,0.254545
8051,,,2,0,7779,0.231618
10082,,,2,0,7779,0.22381
104198,,,2,0,7779,0.233871
9403319,,,2,0,3965,0.095238
9603289,,,0,0,3954,0.051587
9711227,,,2,0,7779,0.094193
9711371,,,2,0,7779,0.1211
9712404,,,2,0,7779,0.08658
9803316,,,2,0,7779,0.063257
9804284,,,2,0,7779,0.181224
9805342,,,2,0,7779,0.098254
9807212,,,0,0,7779,0.047126
9807251,,,2,0,7779,0.097915
9807397,,,2,0,7779,0.3
9810466,,,2,0,7779,0.146748
5028,,,2,0,7779,0.207681
5318,,,2,0,7779,0.084741
7277,,,2,0,7779,0.163043
9705413,,,0,0,7779,0.057882
9708237,,,0,0,6258,0.055336
9801369,,,2,0,7779,0.159836
9807298,,,0,0,7779,0.10322
9808291,,,2,0,7779,0.2
9903268,,,2,0,7779,0.126773
9905372,,,2,0,7779,0.09313
9907495,,,0,0,7779,0.072155
6287,,,2,0,7779,0.07619
101059,,,2,0,7779,0.259524
102051,,,0,0,7779,0.051683
104117,,,2,0,7779,0.192118
109174,,,2,0,7779,0.159159
9901298,,,2,0,7779,0.375
9705378,,,2,0,7779,0.054762
9804337,,,2,0,7779,0.122103
109160,,,2,0,9068,0.082609
1287,,,2,0,7779,0.146154
3075,,,2,0,7779,0.111237
5132,,,2,0,9067,0.104396
7068,,,2,0,7779,0.107744
7218,,,2,0,7779,0.033553
7248,,,2,0,7779,0.06982
11215,,,2,0,7779,0.045592
105050,,,2,0,9063,0.5
105172,,,2,0,9064,0.208333
106100,,,2,0,9065,0.267857
106156,,,4,0,9062,0.238095
9405250,,,2,0,2298,0.063492
9410375,,,2,0,3872,0.104396
9502261,,,2,0,2299,0.036866
9604423,,,2,0,3917,0.099065
9607315,,,2,0,6728,0.090476
9701289,,,2,0,7779,0.040801
9705344,,,2,0,4856,0.065116
9705475,,,2,0,7779,0.104167
9710508,,,2,0,7779,0.149462
9711440,,,2,0,7779,0.119399
9803229,,,2,0,7779,0.143393
9803351,,,2,0,7779,0.071186
9809255,,,2,0,7362,0.039886
9911286,,,2,0,7779,0.097884
9511217,,,2,0,3690,0.08254
9706420,,,2,0,4600,0.10594
9707208,,,2,0,7779,0.087104
9510430,,,2,0,4289,0.416667
9604204,,,2,0,3876,0.185714
9607254,,,2,0,7779,0.034177
9304233,,,2,0,4870,0.090909
9610261,,,2,0,7779,0.083333
9707220,,,2,0,6689,0.058668
9708335,,,2,0,4871,0.10119
9712410,,,2,0,7779,0.089732
1046,,,2,0,7779,0.075513
2182,,,2,0,7779,0.240942
3177,,,2,0,7779,0.058345
4251,,,2,0,7779,0.210317
5120,,,2,0,7434,0.066667
9412255,,,2,0,2301,0.116883
9510262,,,2,0,3836,0.091734
9603302,,,2,0,3837,0.116883
9807405,,,2,0,7779,0.128023
9808262,,,2,0,7779,0.128023
9810270,,,2,0,7779,0.026014
9904320,,,2,0,7779,0.099798
9308263,,,2,0,819,0.066184
9310316,,,2,0,277,0.041959
9502323,,,2,0,2259,0.085459
9409212,,,2,0,2217,0.069805
9607217,,,2,0,3865,0.053333
9710414,,,2,0,7779,0.098485
9808335,,,2,0,9066,0.114379
9406350,,,2,0,2228,0.07395
9407204,,,2,0,2223,0.079227
9502271,,,2,0,3886,0.102339
9502340,,,2,0,2229,0.080874
9512250,,,2,0,3696,0.094737
9602297,,,2,0,3884,0.076923
9602373,,,2,0,3824,0.1
9605330,,,2,0,7779,0.058781
9607442,,,2,0,7779,0.121212
9608293,,,4,0,7779,0.154545
9611401,,,2,0,3691,0.121324
9702227,,,2,0,7779,0.030359
9702277,,,2,0,7779,0.096774
9707276,,,2,0,7779,0.175889
9707464,,,4,0,7779,0.119883
9712473,,,2,0,7779,0.25
9801281,,,2,0,7779,0.145238
9803237,,,2,0,7779,0.057237
9510418,,,2,0,3668,0.157143
9511330,,,2,0,3822,0.141626
9608399,,,2,0,4527,0.25
9609309,,,7,0,7779,0.083256
9609515,,,2,0,7779,0.22619
9610214,,,2,0,7779,0.190476
9610238,,,2,0,7779,0.094686
9311285,,,2,0,353,0.12043
9312237,,,2,0,349,0.085366
9402308,,,2,0,6669,0.263889
9409455,,,2,0,3671,0.124183
9501414,,,2,0,3843,0.166667
9502334,,,2,0,2315,0.041751
9505306,,,2,0,6668,0.104762
9505311,,,2,0,3871,0.115385
9604264,,,2,0,4616,0.080645
9611326,,,2,0,7779,0.070106
9702363,,,2,0,7779,0.094203
9703363,,,2,0,7779,0.06117
9703447,,,2,0,6667,0.238095
9706251,,,2,0,7779,0.077586
9706342,,,12,0,7779,0.057692
9706522,,,2,0,7779,0.088172
9707478,,,2,0,7779,0.098333
9801205,,,2,0,7779,0.075
9305240,,,2,0,866,0
9710224,,,2,0,7779,0.131034
9311255,,,2,0,351,0.070922
9405326,,,2,0,2213,0.07265
9401342,,,2,0,3916,0.040441
9507354,,,2,0,2292,0.050664
9710379,,,2,0,7779,0.131907
9808248,,,2,0,7779,0.157262
9905512,,,2,0,7779,0.073996
1021,,,2,0,7779,0.134387
2081,,,2,0,7779,0.167339
2157,,,2,0,7779,0.107143
4217,,,2,0,7779,0.081105
5320,,,2,0,7779,0.1
9207265,,,2,0,2200,0.042674
9208208,,,2,0,4874,0.119048
9302232,,,2,0,2193,0.085162
9310204,,,2,0,2247,0.25
9310346,,,2,0,3686,0.068627
9401224,,,12,0,7438,0
9501297,,,2,0,3748,0.103448
9503290,,,2,0,3681,0.056999
9507434,,,2,0,3236,0.12253
9509279,,,2,0,2308,0.043902
9604220,,,2,0,3828,0.093651
9604331,,,2,0,3237,0.12381
9605359,,,41,0,7779,0.087419
9605456,,,2,0,3753,0.071759
9607202,,,41,0,7779,0.247619
9607390,,,2,0,5340,0.137255
9610316,,,7,0,6763,0.2
9610429,,,7,0,6762,0.236111
9612270,,,2,0,7779,0.109687
9702239,,,2,0,7779,0.101282
9703343,,,2,0,7779,0.13908
9706413,,,2,0,7779,0.120321
9706511,,,2,0,7779,0.086066
9709496,,,2,0,7779,0.128571
9710300,,,2,0,7779,0.141141
9710465,,,2,0,7779,0.134921
9710561,,,2,0,7281,0.117409
9711387,,,2,0,7779,0.078772
9801300,,,2,0,7779,0.091173
9802362,,,2,0,7779,0.142045
9802406,,,2,0,7779,0.068106
9802432,,,2,0,7779,0.14795
9804353,,,2,0,7779,0.121212
9804397,,,2,0,7779,0.139113
9806356,,,2,0,7779,0.061018
9806513,,,2,0,7779,0.131773
9807487,,,41,0,7779,0.119355
9808426,,,2,0,7779,0.086918
9811247,,,2,0,7779,0.101149
9901339,,,7,0,7779,0.058462
9901442,,,2,0,7779,0.082309
9902250,,,2,0,7779,0.104615
9902255,,,2,0,7779,0.103424
9902280,,,2,0,7779,0.062523
9903280,,,12,0,7779,0.127273
9905511,,,2,0,6742,0.1
9905559,,,2,0,7779,0.1
9907224,,,2,0,7779,0.128846
9908221,,,7,0,7779,0.136364
9909446,,,2,0,7779,0.095238
9911207,,,2,0,7779,0.11859
9911506,,,2,0,7779,0.236364
9912529,,,0,0,7779,0.033333
9406274,,,2,0,3835,0.07957
1272,,,2,0,7779,0.181538
4106,,,2,0,7779,0.119565
9701413,,,2,0,7779,0.143011
9903411,,,2,0,7779,0.218462
9906321,,,2,0,7779,0.083077
9307329,,,2,0,2202,0.039245
9401356,,,2,0,4602,0.067029
9506240,,,7,0,7361,0
9706435,,,2,0,6708,0.166667
9409416,,,2,0,2210,0.101538
9306334,,,2,0,3852,0
9708484,,,2,0,7779,0.075758
9806345,,,2,0,7779,0.082512
9908500,,,2,0,7779,0.036232
9912345,,,2,0,7779,0.147059
9910388,,,1,0,7779,0.181667
9806433,,,1,0,7779,0.366667
9810230,,,1,0,7779,0.296703
9810453,,,1,0,7779,0.147059
9908446,,,1,0,7779,0.257143
9206255,,,41,0,744,0.125
9608245,,,13,0,7779,0.068627
9802367,,,4,0,7779,0.245238
9811412,,,1,0,7779,0.180645
9901453,,,1,0,7779,0.154023
9302256,,,7,0,945,0.089744
